PU_Borough,PUHour,Trip_distance
Manhattan,22,16.93
Manhattan,19,16.93
Bronx,18,16.93
Queens,19,16.93
Queens,2,16.93
Unknown,13,16.93
Queens,17,16.93
Brooklyn,12,16.93
Brooklyn,6,16.93
Queens,12,16.93
Queens,23,16.93
Manhattan,3,16.93
Manhattan,18,16.93
Queens,7,16.93
Manhattan,20,16.93
Queens,22,16.93
Manhattan,17,16.93
Manhattan,15,16.93
Unknown,14,16.93
Queens,10,16.93
Unknown,3,16.93
Unknown,18,16.93
Unknown,16,16.93
Manhattan,11,16.93
Queens,1,16.93
Unknown,7,16.93
Manhattan,21,16.93
Unknown,6,16.93
Manhattan,7,16.93
Brooklyn,21,16.93
Manhattan,6,16.93
Manhattan,12,16.93
Queens,21,16.93
Queens,15,16.93
Queens,11,16.93
Queens,20,16.93
Queens,0,16.93
Manhattan,4,16.93
Manhattan,2,16.93
Queens,8,16.93
Brooklyn,15,16.93
Brooklyn,2,16.93
Manhattan,13,16.93
Manhattan,14,16.93
Brooklyn,0,16.93
Brooklyn,23,16.93
Queens,5,16.93
Queens,13,16.93
Queens,4,16.93
Manhattan,8,16.93
Manhattan,5,16.93
Unknown,8,16.93
Queens,18,16.93
Manhattan,10,16.93
Queens,14,16.93
Queens,16,16.93
Manhattan,23,16.93
Manhattan,16,16.93
Manhattan,9,16.93
Queens,6,16.93
Queens,9,16.93
Queens,3,16.93
Manhattan,0,16.93
Manhattan,1,16.93
Unknown,21,16.93
Manhattan,16,16.92
Brooklyn,3,16.92
Queens,18,16.92
Queens,0,16.92
Brooklyn,5,16.92
Unknown,13,16.92
Unknown,20,16.92
Manhattan,14,16.92
Brooklyn,21,16.92
Unknown,5,16.92
Queens,12,16.92
Queens,3,16.92
Manhattan,21,16.92
Bronx,7,16.92
Queens,9,16.92
Manhattan,20,16.92
Queens,2,16.92
Manhattan,19,16.92
Queens,16,16.92
Queens,20,16.92
Unknown,11,16.92
Queens,13,16.92
Bronx,21,16.92
Queens,8,16.92
Manhattan,13,16.92
Unknown,12,16.92
Manhattan,15,16.92
Unknown,15,16.92
Brooklyn,13,16.92
Queens,22,16.92
Manhattan,18,16.92
Manhattan,22,16.92
Brooklyn,2,16.92
Queens,19,16.92
Queens,14,16.92
Unknown,14,16.92
Queens,17,16.92
Manhattan,7,16.92
Manhattan,12,16.92
Queens,6,16.92
Unknown,6,16.92
Manhattan,6,16.92
Brooklyn,0,16.92
Manhattan,9,16.92
Manhattan,11,16.92
Manhattan,2,16.92
Queens,15,16.92
Manhattan,10,16.92
Manhattan,17,16.92
Queens,23,16.92
Unknown,21,16.92
Unknown,16,16.92
Queens,11,16.92
Queens,5,16.92
Manhattan,5,16.92
Queens,21,16.92
Manhattan,1,16.92
Queens,10,16.92
Brooklyn,4,16.92
Queens,7,16.92
Manhattan,23,16.92
Manhattan,3,16.92
Queens,1,16.92
Manhattan,4,16.92
Manhattan,0,16.92
Manhattan,8,16.92
Queens,4,16.92
Manhattan,17,16.91
Manhattan,21,16.91
Brooklyn,4,16.91
Queens,19,16.91
Unknown,21,16.91
Manhattan,11,16.91
Brooklyn,0,16.91
Queens,14,16.91
Manhattan,15,16.91
Manhattan,5,16.91
Brooklyn,6,16.91
Queens,17,16.91
Brooklyn,19,16.91
Queens,9,16.91
Unknown,20,16.91
Queens,15,16.91
Manhattan,4,16.91
Unknown,0,16.91
Brooklyn,7,16.91
Queens,6,16.91
Queens,1,16.91
Brooklyn,21,16.91
Queens,2,16.91
Unknown,11,16.91
Bronx,14,16.91
Manhattan,2,16.91
Queens,13,16.91
Manhattan,19,16.91
Queens,10,16.91
