PU_Borough,PUHour,Trip_distance
Queens,21,32.66
Queens,23,32.66
Queens,17,32.66
Manhattan,16,32.66
Queens,0,32.66
Queens,16,32.66
Manhattan,19,32.66
Manhattan,20,32.66
Queens,13,32.66
Queens,8,32.66
Manhattan,14,32.66
Queens,18,32.66
Manhattan,2,32.66
Queens,15,32.66
Queens,12,32.66
Queens,20,32.66
Queens,7,32.66
Manhattan,12,32.66
Manhattan,8,32.66
Queens,19,32.66
Queens,10,32.65
Queens,18,32.65
Queens,16,32.65
Queens,7,32.65
Queens,17,32.65
Queens,19,32.65
Queens,20,32.65
Manhattan,0,32.65
Manhattan,12,32.65
Manhattan,17,32.65
Queens,23,32.65
Queens,4,32.65
Queens,12,32.65
Manhattan,19,32.65
Manhattan,10,32.65
Queens,8,32.64
Queens,16,32.64
Queens,23,32.64
Manhattan,2,32.64
Queens,7,32.64
Queens,17,32.64
Manhattan,22,32.64
Queens,18,32.64
Manhattan,19,32.64
Manhattan,16,32.64
Queens,15,32.64
Manhattan,14,32.64
Queens,10,32.64
Queens,22,32.64
Manhattan,10,32.64
Queens,9,32.64
Manhattan,9,32.64
Queens,21,32.64
Manhattan,7,32.64
Queens,22,32.63
Manhattan,19,32.63
Manhattan,18,32.63
Manhattan,7,32.63
Queens,6,32.63
Queens,8,32.63
Queens,21,32.63
Queens,17,32.63
Manhattan,11,32.63
Manhattan,5,32.63
Manhattan,14,32.63
Queens,14,32.63
Queens,18,32.63
Manhattan,0,32.63
Queens,15,32.63
Queens,20,32.63
Manhattan,9,32.63
Queens,7,32.62
Queens,0,32.62
Queens,10,32.62
Queens,8,32.62
Manhattan,18,32.62
Manhattan,5,32.62
Manhattan,8,32.62
Manhattan,6,32.62
Unknown,16,32.62
Queens,23,32.62
Queens,6,32.62
Queens,13,32.62
Queens,17,32.62
Manhattan,1,32.62
Queens,16,32.62
Manhattan,14,32.62
Manhattan,7,32.62
Manhattan,18,32.61
Manhattan,21,32.61
Queens,19,32.61
Queens,14,32.61
Manhattan,16,32.61
Queens,17,32.61
Queens,11,32.61
Manhattan,14,32.61
Queens,22,32.61
Queens,21,32.61
Queens,10,32.61
Queens,9,32.61
Queens,18,32.61
Queens,13,32.61
Manhattan,20,32.61
Manhattan,6,32.61
Manhattan,12,32.61
Brooklyn,22,32.61
Manhattan,3,32.61
Manhattan,7,32.61
Queens,23,32.61
Manhattan,9,32.61
Queens,16,32.61
Queens,20,32.61
Manhattan,8,32.61
Manhattan,22,32.61
Queens,4,32.61
Manhattan,4,32.6
Manhattan,13,32.6
Queens,4,32.6
Queens,2,32.6
Manhattan,15,32.6
Queens,10,32.6
Manhattan,10,32.6
Unknown,8,32.6
Unknown,23,32.6
Unknown,20,32.6
Brooklyn,1,32.6
Manhattan,11,32.6
Queens,8,32.6
Queens,16,32.6
Manhattan,14,32.6
Queens,17,32.6
Bronx,3,32.6
Queens,23,32.6
Queens,0,32.6
Unknown,19,32.6
Manhattan,9,32.6
Manhattan,19,32.6
Queens,6,32.6
Unknown,9,32.6
