PU_Borough,PUHour,Trip_distance
Queens,10,21.11
Manhattan,10,21.11
Queens,14,21.11
Queens,17,21.11
Queens,5,21.11
Unknown,17,21.11
Queens,19,21.11
Unknown,9,21.11
Queens,15,21.11
Manhattan,11,21.11
Manhattan,2,21.11
Queens,11,21.11
Queens,2,21.11
Queens,0,21.11
Manhattan,19,21.11
Manhattan,3,21.11
Manhattan,17,21.11
Manhattan,12,21.11
Brooklyn,21,21.11
Queens,12,21.11
Brooklyn,13,21.11
Manhattan,4,21.11
Queens,16,21.11
Manhattan,8,21.11
Queens,7,21.11
Unknown,13,21.11
Manhattan,16,21.11
Queens,4,21.11
Queens,18,21.11
Manhattan,15,21.11
Manhattan,1,21.11
Queens,13,21.11
Manhattan,6,21.11
Unknown,5,21.11
Manhattan,5,21.11
Manhattan,23,21.11
Unknown,23,21.11
Queens,1,21.11
Unknown,10,21.11
Unknown,18,21.11
Manhattan,13,21.11
Queens,6,21.11
Queens,23,21.11
Queens,9,21.11
Brooklyn,2,21.11
Queens,20,21.11
Manhattan,7,21.11
Queens,22,21.11
Unknown,19,21.11
Manhattan,21,21.11
Manhattan,18,21.11
Manhattan,9,21.11
Manhattan,14,21.11
Manhattan,20,21.11
Manhattan,22,21.11
Bronx,16,21.11
Queens,21,21.11
Queens,8,21.11
Unknown,10,21.1
Queens,15,21.1
Manhattan,22,21.1
Manhattan,16,21.1
Queens,11,21.1
Unknown,20,21.1
Unknown,21,21.1
Queens,9,21.1
Queens,0,21.1
Queens,7,21.1
Manhattan,18,21.1
Brooklyn,11,21.1
Manhattan,19,21.1
Queens,21,21.1
Brooklyn,5,21.1
Queens,16,21.1
Manhattan,12,21.1
Manhattan,0,21.1
Queens,5,21.1
Manhattan,20,21.1
Brooklyn,4,21.1
Manhattan,7,21.1
Manhattan,13,21.1
Unknown,0,21.1
Queens,4,21.1
Brooklyn,9,21.1
Brooklyn,1,21.1
EWR,12,21.1
Unknown,15,21.1
Unknown,3,21.1
Unknown,2,21.1
Queens,14,21.1
Manhattan,4,21.1
Unknown,11,21.1
Unknown,13,21.1
Brooklyn,17,21.1
Queens,3,21.1
Queens,8,21.1
Brooklyn,8,21.1
Unknown,7,21.1
Brooklyn,22,21.1
Bronx,22,21.1
Unknown,14,21.1
Manhattan,15,21.1
Unknown,17,21.1
Manhattan,3,21.1
Unknown,16,21.1
Unknown,1,21.1
Bronx,2,21.1
Queens,12,21.1
Queens,18,21.1
Unknown,23,21.1
Brooklyn,12,21.1
Brooklyn,13,21.1
Manhattan,9,21.1
Bronx,21,21.1
Manhattan,10,21.1
Manhattan,11,21.1
Queens,1,21.1
Brooklyn,3,21.1
Brooklyn,18,21.1
Queens,6,21.1
Brooklyn,0,21.1
Queens,22,21.1
Bronx,12,21.1
Unknown,4,21.1
Unknown,5,21.1
Queens,17,21.1
Queens,20,21.1
Manhattan,17,21.1
Queens,10,21.1
Manhattan,1,21.1
Manhattan,14,21.1
Unknown,6,21.1
Queens,23,21.1
Unknown,8,21.1
Queens,13,21.1
Brooklyn,20,21.1
Manhattan,8,21.1
Manhattan,6,21.1
Manhattan,2,21.1
Bronx,3,21.1
Unknown,22,21.1
Brooklyn,21,21.1
Manhattan,5,21.1
Unknown,9,21.1
Unknown,19,21.1
Manhattan,23,21.1
Unknown,12,21.1
Queens,19,21.1
Brooklyn,23,21.1
Manhattan,21,21.1
Brooklyn,2,21.1
Brooklyn,15,21.1
Unknown,18,21.1
Queens,2,21.1
Manhattan,10,21.09
Manhattan,12,21.09
Manhattan,14,21.09
Manhattan,17,21.09
Manhattan,23,21.09
Queens,17,21.09
Manhattan,7,21.09
Queens,20,21.09
Brooklyn,18,21.09
Manhattan,22,21.09
Manhattan,2,21.09
Brooklyn,20,21.09
Unknown,1,21.09
Manhattan,21,21.09
Queens,18,21.09
Queens,2,21.09
Queens,21,21.09
Manhattan,0,21.09
Manhattan,19,21.09
Manhattan,20,21.09
Queens,13,21.09
Queens,11,21.09
Manhattan,11,21.09
Manhattan,15,21.09
Unknown,14,21.09
Queens,9,21.09
Queens,7,21.09
Queens,16,21.09
Queens,19,21.09
Brooklyn,5,21.09
Bronx,3,21.09
Brooklyn,9,21.09
Manhattan,3,21.09
Manhattan,16,21.09
Queens,12,21.09
Queens,0,21.09
Manhattan,18,21.09
Queens,6,21.09
Unknown,8,21.09
Queens,4,21.09
Manhattan,6,21.09
Manhattan,13,21.09
Queens,10,21.09
Unknown,15,21.09
Unknown,19,21.09
Unknown,21,21.09
Queens,1,21.09
Manhattan,8,21.09
Manhattan,9,21.09
Queens,15,21.09
Queens,8,21.09
Manhattan,1,21.09
Unknown,20,21.09
Unknown,22,21.09
Queens,22,21.09
Queens,23,21.09
Queens,14,21.09
Manhattan,4,21.09
Brooklyn,4,21.09
Manhattan,5,21.09
Queens,5,21.09
Queens,3,21.09
Queens,8,21.08
Queens,10,21.08
Manhattan,13,21.08
Manhattan,8,21.08
Manhattan,11,21.08
Manhattan,1,21.08
Queens,18,21.08
Unknown,17,21.08
Unknown,19,21.08
Queens,15,21.08
Unknown,8,21.08
Queens,19,21.08
Queens,23,21.08
Manhattan,5,21.08
Unknown,16,21.08
Queens,9,21.08
Unknown,6,21.08
Queens,0,21.08
Queens,20,21.08
Queens,2,21.08
Manhattan,22,21.08
Queens,22,21.08
Queens,11,21.08
Manhattan,7,21.08
Manhattan,10,21.08
Manhattan,12,21.08
Brooklyn,0,21.08
Queens,5,21.08
Manhattan,18,21.08
Brooklyn,10,21.08
Manhattan,16,21.08
Bronx,14,21.08
Manhattan,14,21.08
Queens,7,21.08
