PU_Borough,PUHour,Trip_distance
Bronx,0,10.39
Manhattan,5,10.39
Unknown,0,10.39
Queens,8,10.39
Queens,5,10.39
Unknown,16,10.39
Unknown,10,10.39
Manhattan,20,10.39
Manhattan,8,10.39
Manhattan,12,10.39
Brooklyn,14,10.39
Queens,7,10.39
Unknown,13,10.39
Bronx,13,10.39
Brooklyn,5,10.39
Bronx,4,10.39
Queens,22,10.39
Queens,15,10.39
Queens,9,10.39
Unknown,23,10.39
Brooklyn,23,10.39
Brooklyn,19,10.39
Manhattan,10,10.39
Queens,6,10.39
Brooklyn,3,10.39
Manhattan,18,10.39
Unknown,1,10.39
Brooklyn,21,10.39
Bronx,22,10.39
Brooklyn,1,10.39
Brooklyn,11,10.39
Unknown,17,10.39
Queens,20,10.39
Unknown,20,10.39
Manhattan,9,10.39
Unknown,7,10.39
Queens,2,10.39
Queens,1,10.39
Brooklyn,8,10.39
Unknown,12,10.39
Manhattan,2,10.39
Manhattan,21,10.39
Manhattan,13,10.39
Queens,11,10.39
Brooklyn,10,10.39
Queens,4,10.39
Bronx,12,10.39
Manhattan,17,10.39
Unknown,9,10.39
Brooklyn,15,10.39
Brooklyn,0,10.39
Brooklyn,13,10.39
Manhattan,14,10.39
Brooklyn,20,10.39
Unknown,2,10.39
Unknown,14,10.39
Manhattan,4,10.39
Manhattan,11,10.39
Manhattan,19,10.39
Manhattan,6,10.39
Brooklyn,4,10.39
Manhattan,23,10.39
Unknown,8,10.39
Queens,3,10.39
Unknown,11,10.39
Manhattan,3,10.39
Queens,17,10.39
Manhattan,22,10.39
Bronx,19,10.39
Queens,13,10.39
Queens,12,10.39
Manhattan,15,10.39
Manhattan,0,10.39
Queens,10,10.39
Unknown,22,10.39
Unknown,4,10.39
Queens,14,10.39
Queens,19,10.39
Brooklyn,17,10.39
Queens,0,10.39
Manhattan,7,10.39
Brooklyn,6,10.39
Unknown,18,10.39
Queens,18,10.39
Manhattan,16,10.39
Unknown,15,10.39
Queens,16,10.39
Brooklyn,22,10.39
Unknown,21,10.39
Staten Island,8,10.39
Unknown,5,10.39
Brooklyn,7,10.39
Queens,21,10.39
Brooklyn,2,10.39
Brooklyn,12,10.39
Queens,23,10.39
Manhattan,1,10.39
Brooklyn,9,10.39
Brooklyn,6,10.38
Unknown,16,10.38
Queens,8,10.38
Queens,15,10.38
Brooklyn,0,10.38
Manhattan,12,10.38
Brooklyn,22,10.38
Brooklyn,11,10.38
Queens,22,10.38
Unknown,6,10.38
Manhattan,5,10.38
Manhattan,18,10.38
Manhattan,19,10.38
Brooklyn,4,10.38
Queens,23,10.38
Queens,5,10.38
Manhattan,21,10.38
Unknown,4,10.38
Queens,17,10.38
Bronx,16,10.38
Brooklyn,10,10.38
Unknown,11,10.38
Brooklyn,9,10.38
Manhattan,3,10.38
Brooklyn,15,10.38
Unknown,8,10.38
Queens,16,10.38
Brooklyn,12,10.38
Unknown,20,10.38
Unknown,21,10.38
Unknown,17,10.38
Manhattan,20,10.38
Brooklyn,19,10.38
Manhattan,22,10.38
Unknown,1,10.38
Unknown,13,10.38
Brooklyn,18,10.38
Queens,18,10.38
Queens,6,10.38
Manhattan,10,10.38
Manhattan,8,10.38
Brooklyn,2,10.38
Queens,10,10.38
Manhattan,23,10.38
Unknown,0,10.38
Manhattan,9,10.38
Manhattan,17,10.38
Manhattan,14,10.38
Queens,14,10.38
Unknown,3,10.38
Queens,20,10.38
Unknown,14,10.38
Brooklyn,14,10.38
Unknown,15,10.38
Manhattan,0,10.38
Queens,0,10.38
Queens,9,10.38
Bronx,1,10.38
Queens,2,10.38
Brooklyn,21,10.38
Manhattan,6,10.38
Brooklyn,16,10.38
Manhattan,2,10.38
Bronx,23,10.38
Queens,3,10.38
Queens,21,10.38
Manhattan,15,10.38
Queens,4,10.38
Unknown,5,10.38
Brooklyn,7,10.38
Queens,11,10.38
Unknown,23,10.38
Manhattan,13,10.38
Brooklyn,5,10.38
Queens,13,10.38
Manhattan,16,10.38
Brooklyn,8,10.38
Brooklyn,1,10.38
Manhattan,4,10.38
Unknown,10,10.38
Brooklyn,17,10.38
Brooklyn,23,10.38
Queens,7,10.38
Queens,1,10.38
Manhattan,7,10.38
Bronx,14,10.38
Queens,12,10.38
Brooklyn,20,10.38
Manhattan,11,10.38
Brooklyn,3,10.38
Unknown,18,10.38
Unknown,9,10.38
Manhattan,1,10.38
Queens,19,10.38
Queens,10,10.37
Queens,9,10.37
Bronx,7,10.37
Queens,15,10.37
Manhattan,19,10.37
Unknown,14,10.37
Unknown,5,10.37
Bronx,4,10.37
Manhattan,9,10.37
Brooklyn,16,10.37
Brooklyn,20,10.37
Unknown,20,10.37
Manhattan,23,10.37
Unknown,4,10.37
Queens,5,10.37
Brooklyn,12,10.37
Brooklyn,4,10.37
Brooklyn,1,10.37
Manhattan,22,10.37
Manhattan,11,10.37
Unknown,16,10.37
Brooklyn,17,10.37
Brooklyn,19,10.37
Queens,23,10.37
Queens,17,10.37
Bronx,19,10.37
Brooklyn,23,10.37
Brooklyn,8,10.37
Queens,19,10.37
Bronx,17,10.37
Brooklyn,15,10.37
Unknown,11,10.37
Unknown,17,10.37
Manhattan,18,10.37
Unknown,9,10.37
Unknown,7,10.37
Unknown,22,10.37
Queens,18,10.37
Queens,11,10.37
Manhattan,12,10.37
