PU_Borough,PUHour,Trip_distance
Unknown,14,4.47
Unknown,23,4.47
Bronx,18,4.47
Unknown,3,4.47
Manhattan,9,4.47
Bronx,1,4.47
Unknown,13,4.47
Queens,9,4.47
Unknown,17,4.47
Unknown,2,4.47
Manhattan,19,4.47
Manhattan,23,4.47
Brooklyn,12,4.47
Brooklyn,16,4.47
Manhattan,6,4.47
Unknown,5,4.47
Bronx,3,4.47
Brooklyn,5,4.47
Bronx,23,4.47
Brooklyn,22,4.47
Queens,10,4.47
Brooklyn,23,4.47
Manhattan,16,4.47
Queens,8,4.47
Queens,23,4.47
Queens,7,4.47
Manhattan,17,4.47
Manhattan,13,4.47
Unknown,8,4.47
Brooklyn,9,4.47
Bronx,12,4.47
Unknown,7,4.47
Manhattan,4,4.47
Brooklyn,17,4.47
Unknown,10,4.47
Queens,4,4.47
Brooklyn,21,4.47
Unknown,20,4.47
Manhattan,1,4.47
Manhattan,2,4.47
Brooklyn,4,4.47
Unknown,9,4.47
Queens,22,4.47
Bronx,20,4.47
Unknown,0,4.47
Bronx,4,4.47
Queens,12,4.47
Queens,3,4.47
Queens,21,4.47
Bronx,2,4.47
Queens,2,4.47
Brooklyn,2,4.47
Manhattan,22,4.47
Manhattan,18,4.47
Brooklyn,18,4.47
Brooklyn,1,4.47
Brooklyn,10,4.47
Manhattan,11,4.47
Queens,17,4.47
Queens,18,4.47
Manhattan,5,4.47
Bronx,0,4.47
Brooklyn,7,4.47
Manhattan,20,4.47
Queens,1,4.47
Bronx,22,4.47
Queens,20,4.47
Unknown,19,4.47
Brooklyn,8,4.47
Queens,14,4.47
Manhattan,7,4.47
Manhattan,0,4.47
Unknown,1,4.47
Unknown,21,4.47
Queens,16,4.47
Queens,0,4.47
Brooklyn,20,4.47
Brooklyn,13,4.47
Bronx,17,4.47
Unknown,11,4.47
Bronx,21,4.47
Brooklyn,15,4.47
Manhattan,8,4.47
Brooklyn,3,4.47
Staten Island,10,4.47
Bronx,7,4.47
