PU_Borough,PUHour,Trip_distance
Queens,15,15.31
Brooklyn,6,15.31
Unknown,16,15.31
Manhattan,2,15.31
Queens,9,15.31
Brooklyn,5,15.31
Manhattan,6,15.31
Unknown,22,15.31
Queens,14,15.31
Queens,19,15.31
Unknown,15,15.31
Queens,17,15.31
Brooklyn,10,15.31
Manhattan,23,15.31
Manhattan,4,15.31
Queens,20,15.31
Unknown,18,15.31
Queens,23,15.31
Queens,3,15.31
Manhattan,13,15.31
Manhattan,3,15.31
Queens,5,15.31
Manhattan,12,15.31
Queens,7,15.31
Queens,11,15.31
Brooklyn,7,15.31
Brooklyn,2,15.31
Bronx,15,15.31
Manhattan,7,15.31
Manhattan,21,15.31
Unknown,23,15.31
Manhattan,16,15.31
Brooklyn,12,15.31
Manhattan,8,15.31
Queens,21,15.31
Manhattan,18,15.31
Unknown,10,15.31
Brooklyn,21,15.31
Brooklyn,8,15.31
Queens,1,15.31
Brooklyn,15,15.31
Queens,18,15.31
Manhattan,10,15.31
Queens,6,15.31
Manhattan,20,15.31
Queens,22,15.31
Queens,10,15.31
Manhattan,11,15.31
Brooklyn,22,15.31
Brooklyn,16,15.31
Brooklyn,23,15.31
Brooklyn,0,15.31
Manhattan,15,15.31
Unknown,4,15.31
Queens,8,15.31
Manhattan,22,15.31
Queens,4,15.31
Manhattan,5,15.31
Queens,16,15.31
Brooklyn,13,15.31
Queens,2,15.31
Queens,12,15.31
Manhattan,17,15.31
Manhattan,0,15.31
Brooklyn,1,15.31
Manhattan,9,15.31
Manhattan,14,15.31
Brooklyn,11,15.31
Manhattan,1,15.31
Manhattan,19,15.31
Queens,0,15.31
Queens,13,15.31
Unknown,13,15.31
Unknown,12,15.3
Manhattan,6,15.3
Manhattan,23,15.3
Unknown,16,15.3
Unknown,20,15.3
Bronx,11,15.3
Queens,11,15.3
Brooklyn,6,15.3
Manhattan,7,15.3
Queens,21,15.3
Brooklyn,2,15.3
Queens,16,15.3
Queens,18,15.3
Unknown,0,15.3
Manhattan,15,15.3
EWR,18,15.3
Manhattan,10,15.3
Brooklyn,14,15.3
Manhattan,11,15.3
Queens,10,15.3
Queens,20,15.3
Unknown,17,15.3
Queens,4,15.3
Unknown,5,15.3
Brooklyn,20,15.3
Queens,9,15.3
Manhattan,18,15.3
Unknown,6,15.3
Unknown,10,15.3
Brooklyn,22,15.3
Brooklyn,4,15.3
Unknown,4,15.3
Bronx,23,15.3
Manhattan,9,15.3
Manhattan,3,15.3
Manhattan,16,15.3
Brooklyn,17,15.3
Manhattan,17,15.3
Queens,17,15.3
Unknown,19,15.3
Queens,1,15.3
Unknown,18,15.3
Bronx,21,15.3
Brooklyn,1,15.3
Unknown,9,15.3
Manhattan,1,15.3
Brooklyn,5,15.3
Brooklyn,18,15.3
EWR,10,15.3
Brooklyn,19,15.3
EWR,14,15.3
Unknown,13,15.3
Brooklyn,21,15.3
Manhattan,2,15.3
Queens,6,15.3
Manhattan,5,15.3
Unknown,7,15.3
Bronx,22,15.3
Brooklyn,13,15.3
Manhattan,22,15.3
Queens,5,15.3
Brooklyn,16,15.3
Brooklyn,8,15.3
Manhattan,12,15.3
Unknown,1,15.3
Queens,23,15.3
Unknown,15,15.3
Unknown,23,15.3
Brooklyn,3,15.3
Unknown,22,15.3
Unknown,14,15.3
Manhattan,13,15.3
Manhattan,4,15.3
Queens,7,15.3
Queens,14,15.3
Manhattan,19,15.3
EWR,4,15.3
Brooklyn,15,15.3
Queens,0,15.3
Brooklyn,10,15.3
Unknown,8,15.3
Queens,15,15.3
Bronx,3,15.3
Manhattan,8,15.3
Manhattan,20,15.3
Queens,2,15.3
Manhattan,14,15.3
Manhattan,0,15.3
Brooklyn,0,15.3
Brooklyn,12,15.3
Manhattan,21,15.3
Queens,3,15.3
Unknown,11,15.3
Queens,12,15.3
Queens,22,15.3
Queens,13,15.3
Unknown,2,15.3
Queens,19,15.3
Queens,8,15.3
Brooklyn,11,15.3
Bronx,20,15.3
Brooklyn,23,15.3
Bronx,2,15.3
Unknown,21,15.3
Bronx,1,15.3
Brooklyn,7,15.3
Bronx,12,15.3
Brooklyn,9,15.3
Bronx,14,15.3
Unknown,3,15.3
Manhattan,9,15.29
Manhattan,11,15.29
Queens,11,15.29
Manhattan,8,15.29
Brooklyn,23,15.29
Queens,0,15.29
Brooklyn,13,15.29
Queens,10,15.29
Manhattan,7,15.29
Queens,15,15.29
Unknown,8,15.29
Unknown,1,15.29
Queens,1,15.29
Queens,20,15.29
Queens,21,15.29
Manhattan,21,15.29
Unknown,14,15.29
Queens,23,15.29
Queens,8,15.29
Queens,22,15.29
Bronx,22,15.29
Manhattan,6,15.29
Manhattan,4,15.29
Brooklyn,22,15.29
Manhattan,5,15.29
Queens,5,15.29
Manhattan,20,15.29
Brooklyn,8,15.29
Unknown,16,15.29
Queens,16,15.29
Manhattan,19,15.29
Queens,13,15.29
Queens,2,15.29
Brooklyn,5,15.29
Unknown,13,15.29
Brooklyn,19,15.29
Manhattan,14,15.29
Manhattan,15,15.29
Manhattan,16,15.29
Queens,6,15.29
Brooklyn,17,15.29
Queens,3,15.29
Brooklyn,12,15.29
Manhattan,10,15.29
Manhattan,23,15.29
Manhattan,13,15.29
Brooklyn,7,15.29
Brooklyn,0,15.29
Manhattan,18,15.29
Unknown,9,15.29
Queens,14,15.29
Queens,18,15.29
Brooklyn,2,15.29
Manhattan,1,15.29
Manhattan,22,15.29
Manhattan,2,15.29
Manhattan,3,15.29
Queens,7,15.29
Queens,17,15.29
Queens,9,15.29
Queens,12,15.29
Unknown,11,15.29
Queens,19,15.29
Brooklyn,4,15.29
Brooklyn,1,15.29
Unknown,23,15.29
Manhattan,12,15.29
Brooklyn,3,15.29
Manhattan,0,15.29
Manhattan,17,15.29
Queens,18,15.28
Manhattan,17,15.28
Queens,4,15.28
Queens,21,15.28
Queens,19,15.28
Queens,8,15.28
Brooklyn,12,15.28
Manhattan,21,15.28
Queens,11,15.28
