PU_Borough,PUHour,Trip_distance
Queens,20,33.26
Queens,0,33.26
Queens,12,33.26
Manhattan,6,33.26
Queens,19,33.26
Manhattan,0,33.26
Queens,16,33.26
Queens,11,33.26
Manhattan,20,33.26
Manhattan,8,33.26
Queens,23,33.26
Manhattan,23,33.26
Queens,9,33.26
Manhattan,16,33.26
Queens,21,33.25
Queens,16,33.25
Unknown,11,33.25
Queens,19,33.25
Brooklyn,13,33.25
Queens,0,33.25
Queens,7,33.25
Queens,8,33.25
Queens,11,33.25
Manhattan,22,33.25
Queens,14,33.25
Unknown,18,33.25
Queens,12,33.25
Manhattan,14,33.25
Manhattan,15,33.25
Queens,15,33.25
Queens,20,33.25
Queens,22,33.24
Manhattan,21,33.24
Queens,20,33.24
Queens,0,33.24
Manhattan,1,33.24
Queens,2,33.24
Queens,12,33.24
Bronx,22,33.24
Queens,21,33.24
Queens,13,33.24
Manhattan,14,33.24
Manhattan,2,33.24
Queens,15,33.24
Queens,7,33.24
Queens,12,33.23
Manhattan,7,33.23
Queens,5,33.23
Queens,9,33.23
Queens,16,33.23
Queens,20,33.23
Manhattan,6,33.23
Queens,0,33.23
Manhattan,10,33.23
Queens,6,33.23
Manhattan,0,33.23
Queens,15,33.23
Queens,13,33.23
Queens,17,33.23
Manhattan,16,33.23
Queens,19,33.23
Queens,18,33.23
Manhattan,11,33.22
Queens,12,33.22
Queens,7,33.22
Queens,17,33.22
Queens,19,33.22
Queens,14,33.22
Queens,11,33.22
Manhattan,3,33.22
Queens,16,33.22
Manhattan,2,33.22
Queens,21,33.22
Manhattan,7,33.22
Manhattan,8,33.22
Manhattan,13,33.22
Manhattan,21,33.22
Queens,20,33.22
Manhattan,18,33.22
Queens,17,33.21
Manhattan,17,33.21
Queens,21,33.21
Manhattan,20,33.21
Queens,16,33.21
Manhattan,4,33.21
Queens,13,33.21
Queens,15,33.21
Queens,20,33.21
Queens,9,33.21
Queens,14,33.21
Manhattan,8,33.2
Queens,8,33.2
Unknown,10,33.2
Queens,23,33.2
Queens,18,33.2
Manhattan,6,33.2
Manhattan,9,33.2
Manhattan,2,33.2
Manhattan,19,33.2
Manhattan,23,33.2
Queens,19,33.2
Manhattan,12,33.2
Queens,22,33.2
Unknown,0,33.2
Manhattan,13,33.2
Queens,9,33.2
Queens,10,33.2
Queens,14,33.2
Queens,1,33.2
Manhattan,1,33.2
Queens,16,33.2
Manhattan,4,33.2
Manhattan,3,33.2
Manhattan,14,33.2
Queens,7,33.2
Queens,17,33.2
Queens,0,33.2
Manhattan,20,33.2
Unknown,20,33.2
Queens,12,33.2
Unknown,5,33.2
Manhattan,7,33.2
EWR,14,33.2
Manhattan,0,33.2
Unknown,22,33.2
Unknown,1,33.2
Manhattan,21,33.2
Unknown,9,33.2
Bronx,12,33.2
Manhattan,5,33.2
Queens,15,33.2
Queens,20,33.2
Manhattan,22,33.2
Queens,21,33.2
Queens,2,33.2
Queens,6,33.2
Queens,13,33.2
Queens,11,33.2
Queens,1,33.19
Manhattan,22,33.19
Manhattan,17,33.19
Queens,19,33.19
Queens,15,33.19
Unknown,19,33.19
Queens,20,33.19
Queens,0,33.19
Queens,16,33.19
Queens,6,33.19
Queens,18,33.19
