PU_Borough,PUHour,Trip_distance
Brooklyn,12,12.45
Unknown,20,12.45
Manhattan,9,12.45
Manhattan,18,12.45
Unknown,15,12.45
Queens,21,12.45
Queens,17,12.45
Bronx,11,12.45
Manhattan,4,12.45
Queens,1,12.45
Manhattan,16,12.45
Manhattan,22,12.45
Brooklyn,21,12.45
Unknown,12,12.45
Manhattan,6,12.45
Unknown,9,12.45
Queens,8,12.45
Brooklyn,6,12.45
Brooklyn,1,12.45
Brooklyn,5,12.45
Queens,2,12.45
Unknown,21,12.45
Manhattan,19,12.45
Brooklyn,17,12.45
Manhattan,2,12.45
Unknown,23,12.45
Manhattan,20,12.45
Queens,4,12.45
Queens,6,12.45
Queens,13,12.45
Queens,16,12.45
Unknown,19,12.45
Queens,15,12.45
Queens,14,12.45
Manhattan,15,12.45
Bronx,9,12.45
Brooklyn,8,12.45
Bronx,16,12.45
Bronx,8,12.45
Manhattan,5,12.45
Brooklyn,9,12.45
Queens,11,12.45
Queens,3,12.45
Manhattan,12,12.45
Manhattan,10,12.45
Manhattan,3,12.45
Queens,23,12.45
Queens,7,12.45
Manhattan,17,12.45
Unknown,0,12.45
Queens,10,12.45
Queens,22,12.45
Manhattan,7,12.45
Unknown,16,12.45
Brooklyn,7,12.45
Manhattan,0,12.45
Brooklyn,16,12.45
Bronx,7,12.45
Manhattan,8,12.45
Manhattan,23,12.45
Queens,19,12.45
Queens,5,12.45
Brooklyn,2,12.45
Bronx,0,12.45
Manhattan,14,12.45
Manhattan,13,12.45
Queens,0,12.45
Manhattan,11,12.45
Brooklyn,10,12.45
Brooklyn,14,12.45
Unknown,17,12.45
Brooklyn,18,12.45
Queens,9,12.45
Manhattan,1,12.45
Brooklyn,4,12.45
Queens,18,12.45
Queens,12,12.45
Unknown,13,12.45
Unknown,7,12.45
Unknown,14,12.45
Brooklyn,23,12.45
Manhattan,21,12.45
Queens,20,12.45
Brooklyn,3,12.45
Unknown,3,12.45
Brooklyn,14,12.44
Brooklyn,12,12.44
Bronx,7,12.44
Brooklyn,1,12.44
Unknown,20,12.44
Manhattan,10,12.44
Bronx,15,12.44
Manhattan,9,12.44
Queens,9,12.44
Manhattan,15,12.44
Unknown,23,12.44
Unknown,0,12.44
Manhattan,20,12.44
Manhattan,7,12.44
Brooklyn,22,12.44
Brooklyn,19,12.44
Bronx,22,12.44
Brooklyn,16,12.44
Unknown,15,12.44
Manhattan,8,12.44
Brooklyn,7,12.44
Brooklyn,21,12.44
Manhattan,21,12.44
Queens,7,12.44
Queens,10,12.44
Queens,16,12.44
Queens,3,12.44
Queens,5,12.44
Unknown,12,12.44
Queens,23,12.44
Unknown,22,12.44
Queens,1,12.44
Manhattan,11,12.44
Manhattan,22,12.44
Brooklyn,2,12.44
Queens,8,12.44
Unknown,8,12.44
Manhattan,2,12.44
Manhattan,4,12.44
Manhattan,1,12.44
Brooklyn,8,12.44
Queens,19,12.44
Queens,15,12.44
Brooklyn,17,12.44
Manhattan,23,12.44
Queens,2,12.44
Queens,12,12.44
Manhattan,14,12.44
Manhattan,19,12.44
Unknown,10,12.44
Brooklyn,13,12.44
Brooklyn,3,12.44
Queens,17,12.44
Manhattan,12,12.44
Brooklyn,9,12.44
Brooklyn,0,12.44
Queens,11,12.44
Brooklyn,6,12.44
Manhattan,18,12.44
Manhattan,3,12.44
Queens,14,12.44
Manhattan,16,12.44
Queens,21,12.44
Unknown,1,12.44
Queens,4,12.44
Manhattan,0,12.44
Manhattan,5,12.44
Bronx,2,12.44
Bronx,8,12.44
Brooklyn,23,12.44
Manhattan,13,12.44
Bronx,17,12.44
Manhattan,17,12.44
Brooklyn,5,12.44
Brooklyn,10,12.44
Queens,18,12.44
Queens,13,12.44
Queens,6,12.44
Queens,0,12.44
Manhattan,6,12.44
Queens,20,12.44
Queens,22,12.44
Unknown,14,12.44
Brooklyn,4,12.44
Brooklyn,2,12.43
Manhattan,21,12.43
Queens,22,12.43
Unknown,10,12.43
Manhattan,6,12.43
Brooklyn,21,12.43
Manhattan,3,12.43
