PU_Borough,PUHour,Trip_distance
Manhattan,3,17.25
Queens,7,17.25
Unknown,22,17.25
Manhattan,18,17.25
Manhattan,19,17.25
Unknown,14,17.25
Queens,13,17.25
Unknown,13,17.25
Manhattan,11,17.25
Queens,10,17.25
Unknown,0,17.25
Unknown,10,17.25
Queens,18,17.25
Manhattan,6,17.25
Queens,21,17.25
Queens,0,17.25
Queens,9,17.25
Unknown,3,17.25
Queens,4,17.25
Manhattan,17,17.25
Queens,17,17.25
Manhattan,21,17.25
Manhattan,14,17.25
Manhattan,1,17.25
Queens,23,17.25
Unknown,8,17.25
Manhattan,22,17.25
Unknown,21,17.25
Queens,3,17.25
Unknown,15,17.25
Queens,20,17.25
Queens,1,17.25
Manhattan,0,17.25
Brooklyn,3,17.25
Manhattan,5,17.25
Manhattan,23,17.25
Unknown,23,17.25
Manhattan,20,17.25
Unknown,12,17.25
Unknown,16,17.25
Brooklyn,14,17.25
Manhattan,12,17.25
Unknown,7,17.25
Brooklyn,18,17.25
Unknown,5,17.25
Queens,6,17.25
Unknown,4,17.25
Brooklyn,19,17.25
Manhattan,7,17.25
Queens,14,17.25
Manhattan,16,17.25
Queens,5,17.25
Manhattan,15,17.25
Brooklyn,17,17.25
Brooklyn,9,17.25
Brooklyn,15,17.25
Queens,8,17.25
Brooklyn,6,17.25
Unknown,6,17.25
Queens,15,17.25
Queens,16,17.25
Queens,19,17.25
Manhattan,4,17.25
Manhattan,10,17.25
Brooklyn,10,17.25
Queens,11,17.25
Unknown,9,17.25
Queens,12,17.25
Manhattan,8,17.25
Unknown,20,17.25
Queens,2,17.25
Unknown,11,17.25
Brooklyn,7,17.25
Manhattan,2,17.25
Unknown,19,17.25
Manhattan,13,17.25
Queens,22,17.25
Brooklyn,1,17.25
Manhattan,9,17.25
Brooklyn,22,17.25
Unknown,18,17.24
Manhattan,7,17.24
Queens,15,17.24
Queens,3,17.24
Queens,4,17.24
Unknown,13,17.24
Manhattan,12,17.24
Queens,21,17.24
Brooklyn,14,17.24
Queens,9,17.24
Manhattan,2,17.24
Unknown,6,17.24
Unknown,3,17.24
Brooklyn,5,17.24
Queens,6,17.24
Manhattan,9,17.24
Queens,22,17.24
Manhattan,1,17.24
Unknown,9,17.24
Manhattan,23,17.24
Brooklyn,1,17.24
Queens,16,17.24
Unknown,5,17.24
Queens,19,17.24
Brooklyn,20,17.24
Manhattan,18,17.24
Manhattan,10,17.24
Brooklyn,19,17.24
Brooklyn,9,17.24
Queens,7,17.24
Unknown,15,17.24
Manhattan,0,17.24
Manhattan,21,17.24
Manhattan,11,17.24
Unknown,21,17.24
Manhattan,6,17.24
Brooklyn,13,17.24
Queens,5,17.24
Brooklyn,12,17.24
Unknown,14,17.24
Manhattan,3,17.24
Brooklyn,18,17.24
Queens,20,17.24
Queens,14,17.24
Unknown,17,17.24
Queens,2,17.24
Unknown,12,17.24
Unknown,11,17.24
Manhattan,14,17.24
Brooklyn,7,17.24
Brooklyn,21,17.24
Manhattan,20,17.24
Queens,10,17.24
Manhattan,15,17.24
Manhattan,22,17.24
Brooklyn,23,17.24
Unknown,16,17.24
Manhattan,16,17.24
Manhattan,8,17.24
Queens,8,17.24
Queens,18,17.24
Unknown,7,17.24
Manhattan,13,17.24
Queens,12,17.24
Manhattan,17,17.24
Manhattan,4,17.24
Queens,0,17.24
Queens,11,17.24
Manhattan,5,17.24
Unknown,20,17.24
Queens,23,17.24
Queens,17,17.24
Queens,13,17.24
Manhattan,19,17.24
Queens,1,17.24
Queens,9,17.23
Queens,14,17.23
Manhattan,18,17.23
Unknown,19,17.23
Queens,8,17.23
Unknown,9,17.23
Manhattan,2,17.23
Unknown,12,17.23
Queens,13,17.23
Queens,3,17.23
Queens,20,17.23
Queens,2,17.23
Queens,23,17.23
Queens,1,17.23
Brooklyn,23,17.23
Queens,21,17.23
Manhattan,15,17.23
Unknown,20,17.23
Queens,12,17.23
Brooklyn,18,17.23
Manhattan,5,17.23
Brooklyn,12,17.23
Brooklyn,6,17.23
Queens,5,17.23
Brooklyn,20,17.23
Brooklyn,19,17.23
Unknown,5,17.23
Queens,16,17.23
Unknown,11,17.23
Brooklyn,9,17.23
Manhattan,4,17.23
Queens,4,17.23
Manhattan,9,17.23
Unknown,13,17.23
Unknown,7,17.23
Unknown,6,17.23
Manhattan,6,17.23
Manhattan,23,17.23
Queens,10,17.23
Manhattan,3,17.23
Unknown,14,17.23
Unknown,17,17.23
Manhattan,20,17.23
Queens,18,17.23
Manhattan,14,17.23
Queens,6,17.23
Queens,17,17.23
Manhattan,0,17.23
Manhattan,10,17.23
Manhattan,17,17.23
Unknown,15,17.23
Manhattan,22,17.23
Manhattan,1,17.23
Queens,19,17.23
Queens,7,17.23
Manhattan,21,17.23
Manhattan,16,17.23
