PU_Borough,PUHour,Trip_distance
Queens,14,22.27
Manhattan,2,22.27
Manhattan,13,22.27
Brooklyn,3,22.27
Queens,21,22.27
Queens,5,22.27
Brooklyn,18,22.27
Queens,7,22.27
Manhattan,22,22.27
Manhattan,21,22.27
Queens,16,22.27
Queens,18,22.27
Manhattan,19,22.27
Manhattan,14,22.27
Queens,0,22.27
Queens,1,22.27
Queens,11,22.27
Manhattan,8,22.27
Queens,12,22.27
Brooklyn,14,22.27
Manhattan,12,22.27
Manhattan,18,22.27
Queens,8,22.27
Manhattan,6,22.27
Queens,9,22.27
Manhattan,20,22.27
Queens,22,22.27
Queens,6,22.27
Unknown,21,22.27
Manhattan,10,22.27
Queens,20,22.27
Manhattan,11,22.27
Manhattan,23,22.27
Queens,10,22.27
Queens,13,22.27
Manhattan,4,22.27
Queens,15,22.27
Manhattan,16,22.27
Queens,17,22.27
Manhattan,3,22.27
Unknown,14,22.27
Queens,19,22.27
Manhattan,1,22.27
Queens,3,22.27
Manhattan,5,22.27
Queens,23,22.27
Manhattan,9,22.27
Manhattan,17,22.27
Manhattan,15,22.27
Manhattan,7,22.27
Manhattan,0,22.27
Queens,4,22.27
Bronx,4,22.26
Queens,23,22.26
Bronx,22,22.26
Queens,9,22.26
Manhattan,19,22.26
Queens,6,22.26
Manhattan,2,22.26
Manhattan,6,22.26
Manhattan,11,22.26
Queens,1,22.26
Manhattan,5,22.26
Queens,5,22.26
Manhattan,10,22.26
Queens,20,22.26
Queens,2,22.26
Queens,8,22.26
Queens,13,22.26
Queens,22,22.26
Manhattan,16,22.26
Queens,10,22.26
Unknown,13,22.26
Manhattan,0,22.26
Queens,0,22.26
Manhattan,17,22.26
Queens,19,22.26
Queens,11,22.26
Manhattan,21,22.26
Unknown,17,22.26
Manhattan,8,22.26
Queens,4,22.26
Manhattan,1,22.26
Queens,16,22.26
Manhattan,7,22.26
Queens,15,22.26
Queens,12,22.26
Unknown,19,22.26
Manhattan,9,22.26
Queens,17,22.26
Queens,7,22.26
Manhattan,20,22.26
Manhattan,15,22.26
Unknown,15,22.26
Manhattan,18,22.26
Brooklyn,7,22.26
Manhattan,14,22.26
Queens,21,22.26
Manhattan,12,22.26
Manhattan,23,22.26
Manhattan,3,22.26
Manhattan,22,22.26
Queens,18,22.26
Queens,14,22.26
Manhattan,13,22.26
Manhattan,4,22.26
Queens,17,22.25
Queens,0,22.25
Manhattan,19,22.25
Manhattan,11,22.25
Queens,10,22.25
Queens,8,22.25
Queens,7,22.25
Manhattan,18,22.25
Manhattan,20,22.25
Manhattan,5,22.25
Manhattan,1,22.25
Bronx,21,22.25
Queens,3,22.25
Manhattan,16,22.25
Queens,6,22.25
Queens,1,22.25
Queens,9,22.25
Queens,11,22.25
Queens,20,22.25
Queens,15,22.25
Manhattan,6,22.25
Manhattan,2,22.25
Manhattan,3,22.25
Unknown,21,22.25
Unknown,19,22.25
Manhattan,10,22.25
Brooklyn,5,22.25
Queens,19,22.25
Manhattan,9,22.25
Queens,4,22.25
Manhattan,23,22.25
Manhattan,14,22.25
Manhattan,12,22.25
Manhattan,0,22.25
Queens,22,22.25
Manhattan,22,22.25
Queens,2,22.25
Manhattan,13,22.25
Manhattan,17,22.25
Queens,21,22.25
Queens,13,22.25
Manhattan,4,22.25
Manhattan,7,22.25
Queens,23,22.25
Manhattan,8,22.25
Manhattan,15,22.25
Manhattan,21,22.25
Brooklyn,6,22.25
Queens,12,22.25
Queens,14,22.25
Queens,18,22.25
Queens,16,22.25
Queens,5,22.25
Manhattan,8,22.24
Unknown,20,22.24
Manhattan,4,22.24
Queens,3,22.24
Bronx,16,22.24
Queens,23,22.24
Brooklyn,5,22.24
Manhattan,19,22.24
Manhattan,5,22.24
Manhattan,2,22.24
Manhattan,17,22.24
Manhattan,23,22.24
Queens,12,22.24
Manhattan,3,22.24
Queens,2,22.24
Bronx,19,22.24
Unknown,1,22.24
Manhattan,21,22.24
Manhattan,12,22.24
Manhattan,20,22.24
Queens,7,22.24
Queens,13,22.24
Queens,18,22.24
Manhattan,14,22.24
Manhattan,7,22.24
Queens,1,22.24
Manhattan,0,22.24
Queens,16,22.24
Manhattan,11,22.24
Manhattan,1,22.24
Manhattan,10,22.24
Queens,15,22.24
Queens,22,22.24
Queens,17,22.24
Bronx,17,22.24
Manhattan,6,22.24
Queens,14,22.24
Manhattan,16,22.24
Unknown,17,22.24
Queens,0,22.24
Queens,11,22.24
Manhattan,13,22.24
Manhattan,18,22.24
Queens,9,22.24
Queens,19,22.24
Manhattan,22,22.24
Manhattan,15,22.24
Queens,5,22.24
Unknown,13,22.24
Queens,8,22.24
Queens,20,22.24
Manhattan,9,22.24
Unknown,19,22.24
Queens,6,22.24
Unknown,22,22.24
Queens,10,22.24
Brooklyn,15,22.24
Queens,21,22.24
Manhattan,18,22.23
Manhattan,2,22.23
Manhattan,10,22.23
Manhattan,22,22.23
Unknown,14,22.23
Queens,2,22.23
Unknown,9,22.23
Manhattan,7,22.23
Manhattan,21,22.23
Queens,5,22.23
Queens,14,22.23
Manhattan,20,22.23
Manhattan,14,22.23
Queens,12,22.23
Queens,1,22.23
Manhattan,11,22.23
Queens,20,22.23
Queens,8,22.23
Brooklyn,8,22.23
Manhattan,23,22.23
Unknown,5,22.23
Manhattan,15,22.23
Queens,16,22.23
Brooklyn,3,22.23
Queens,7,22.23
Queens,17,22.23
Manhattan,6,22.23
Manhattan,12,22.23
Queens,4,22.23
Queens,18,22.23
Queens,13,22.23
Manhattan,0,22.23
Unknown,16,22.23
Manhattan,1,22.23
Manhattan,9,22.23
Manhattan,4,22.23
Unknown,8,22.23
Brooklyn,6,22.23
Queens,10,22.23
Queens,3,22.23
Manhattan,16,22.23
Queens,11,22.23
Queens,6,22.23
Manhattan,13,22.23
Manhattan,17,22.23
Manhattan,5,22.23
