PU_Borough,PUHour,Trip_distance
Bronx,20,13.62
Brooklyn,19,13.62
Queens,14,13.62
Manhattan,14,13.62
Manhattan,22,13.62
Brooklyn,14,13.62
Unknown,14,13.62
Manhattan,23,13.62
Brooklyn,7,13.62
Brooklyn,4,13.62
Queens,2,13.62
Manhattan,9,13.62
Brooklyn,23,13.62
Bronx,11,13.62
Queens,23,13.62
Manhattan,4,13.62
Queens,16,13.62
Manhattan,21,13.62
Unknown,22,13.62
Manhattan,18,13.62
Brooklyn,6,13.62
Brooklyn,18,13.62
Brooklyn,5,13.62
Brooklyn,16,13.62
Brooklyn,13,13.62
Manhattan,12,13.62
Queens,6,13.62
Queens,17,13.62
Queens,22,13.62
Queens,18,13.62
Brooklyn,1,13.62
Manhattan,1,13.62
Manhattan,11,13.62
Unknown,0,13.62
Queens,3,13.62
Queens,10,13.62
Queens,7,13.62
Queens,19,13.62
Brooklyn,22,13.62
Queens,11,13.62
Manhattan,7,13.62
Manhattan,20,13.62
Manhattan,10,13.62
Queens,9,13.62
Brooklyn,21,13.62
Queens,1,13.62
Manhattan,19,13.62
Manhattan,0,13.62
Queens,0,13.62
Queens,21,13.62
Queens,8,13.62
Manhattan,15,13.62
Manhattan,3,13.62
Manhattan,13,13.62
Manhattan,6,13.62
Queens,12,13.62
Brooklyn,0,13.62
Brooklyn,9,13.62
Queens,4,13.62
Manhattan,5,13.62
Brooklyn,10,13.62
Manhattan,17,13.62
Queens,13,13.62
Brooklyn,2,13.62
Bronx,4,13.62
Bronx,2,13.62
Queens,5,13.62
Manhattan,16,13.62
Queens,15,13.62
Queens,20,13.62
Bronx,21,13.62
Manhattan,2,13.62
Unknown,19,13.62
Manhattan,8,13.62
Brooklyn,20,13.62
Manhattan,18,13.61
Unknown,19,13.61
Queens,3,13.61
Queens,18,13.61
Manhattan,19,13.61
Brooklyn,1,13.61
Queens,21,13.61
Manhattan,4,13.61
Unknown,14,13.61
Brooklyn,14,13.61
Bronx,22,13.61
Brooklyn,22,13.61
Manhattan,16,13.61
Manhattan,22,13.61
Unknown,20,13.61
Queens,9,13.61
Queens,20,13.61
Unknown,7,13.61
Brooklyn,17,13.61
Manhattan,17,13.61
Queens,13,13.61
Manhattan,15,13.61
Queens,17,13.61
Queens,16,13.61
Brooklyn,19,13.61
Manhattan,1,13.61
Manhattan,23,13.61
Manhattan,6,13.61
Brooklyn,9,13.61
Manhattan,5,13.61
Manhattan,12,13.61
Manhattan,3,13.61
Queens,2,13.61
Brooklyn,5,13.61
Brooklyn,11,13.61
Unknown,2,13.61
Brooklyn,0,13.61
Manhattan,9,13.61
Manhattan,8,13.61
Queens,10,13.61
Manhattan,7,13.61
Queens,6,13.61
Brooklyn,15,13.61
Brooklyn,23,13.61
Manhattan,10,13.61
Manhattan,20,13.61
Manhattan,11,13.61
Queens,1,13.61
Manhattan,21,13.61
Queens,23,13.61
Queens,5,13.61
Queens,19,13.61
Manhattan,13,13.61
Unknown,21,13.61
Queens,8,13.61
Queens,22,13.61
Unknown,9,13.61
Queens,4,13.61
Queens,7,13.61
Brooklyn,21,13.61
Unknown,11,13.61
Manhattan,14,13.61
Manhattan,2,13.61
Brooklyn,3,13.61
Brooklyn,8,13.61
Manhattan,0,13.61
Queens,14,13.61
Unknown,6,13.61
Queens,15,13.61
Queens,0,13.61
Queens,12,13.61
Queens,11,13.61
Brooklyn,18,13.6
Brooklyn,12,13.6
Manhattan,23,13.6
Queens,0,13.6
Unknown,9,13.6
Unknown,4,13.6
Manhattan,12,13.6
Unknown,3,13.6
Queens,13,13.6
Brooklyn,5,13.6
Unknown,13,13.6
Unknown,12,13.6
Queens,4,13.6
Unknown,19,13.6
Brooklyn,8,13.6
Brooklyn,9,13.6
Unknown,17,13.6
Queens,11,13.6
Brooklyn,7,13.6
Brooklyn,20,13.6
Queens,9,13.6
Manhattan,3,13.6
Queens,14,13.6
Brooklyn,3,13.6
Brooklyn,4,13.6
Manhattan,10,13.6
Brooklyn,13,13.6
Unknown,22,13.6
Queens,1,13.6
Brooklyn,23,13.6
Manhattan,20,13.6
Bronx,8,13.6
Brooklyn,16,13.6
Unknown,11,13.6
Manhattan,4,13.6
Brooklyn,22,13.6
Queens,19,13.6
Unknown,0,13.6
Unknown,6,13.6
Manhattan,19,13.6
Unknown,18,13.6
Brooklyn,15,13.6
Unknown,1,13.6
Queens,17,13.6
Bronx,5,13.6
Queens,15,13.6
Bronx,18,13.6
Brooklyn,6,13.6
EWR,11,13.6
Manhattan,22,13.6
Manhattan,14,13.6
Bronx,16,13.6
Manhattan,17,13.6
Bronx,11,13.6
Manhattan,11,13.6
Unknown,15,13.6
Manhattan,9,13.6
Manhattan,0,13.6
Unknown,16,13.6
Brooklyn,19,13.6
EWR,13,13.6
Brooklyn,10,13.6
Unknown,20,13.6
Queens,21,13.6
Manhattan,13,13.6
Unknown,5,13.6
Manhattan,2,13.6
Queens,18,13.6
Queens,23,13.6
Queens,3,13.6
Bronx,10,13.6
EWR,6,13.6
Queens,12,13.6
Bronx,15,13.6
Manhattan,7,13.6
Unknown,7,13.6
Unknown,8,13.6
Manhattan,6,13.6
Bronx,19,13.6
Queens,10,13.6
Unknown,23,13.6
EWR,18,13.6
Manhattan,21,13.6
EWR,20,13.6
Bronx,12,13.6
Manhattan,15,13.6
Brooklyn,17,13.6
Brooklyn,14,13.6
Unknown,2,13.6
Unknown,10,13.6
Brooklyn,0,13.6
Queens,5,13.6
Queens,8,13.6
Manhattan,18,13.6
Queens,2,13.6
Brooklyn,1,13.6
Bronx,4,13.6
Manhattan,5,13.6
Queens,22,13.6
Manhattan,8,13.6
Manhattan,1,13.6
Unknown,21,13.6
Brooklyn,2,13.6
Bronx,3,13.6
Brooklyn,11,13.6
Bronx,1,13.6
Bronx,23,13.6
Staten Island,12,13.6
Unknown,14,13.6
Queens,7,13.6
Queens,6,13.6
Queens,16,13.6
Bronx,17,13.6
Manhattan,16,13.6
Queens,20,13.6
Brooklyn,21,13.6
Bronx,21,13.6
Manhattan,16,13.59
Queens,13,13.59
Bronx,15,13.59
Brooklyn,8,13.59
Unknown,11,13.59
Queens,2,13.59
Queens,11,13.59
Manhattan,3,13.59
Manhattan,9,13.59
Queens,12,13.59
Queens,8,13.59
Queens,20,13.59
Manhattan,21,13.59
Queens,19,13.59
Queens,0,13.59
Brooklyn,16,13.59
Manhattan,2,13.59
Unknown,17,13.59
Brooklyn,7,13.59
Unknown,13,13.59
Unknown,10,13.59
Manhattan,18,13.59
Manhattan,20,13.59
Manhattan,22,13.59
Manhattan,8,13.59
Brooklyn,2,13.59
Manhattan,11,13.59
Manhattan,19,13.59
Queens,18,13.59
Manhattan,6,13.59
Manhattan,23,13.59
Brooklyn,15,13.59
Brooklyn,4,13.59
Unknown,9,13.59
Brooklyn,14,13.59
Queens,4,13.59
Brooklyn,23,13.59
Manhattan,17,13.59
Brooklyn,18,13.59
Brooklyn,9,13.59
Queens,16,13.59
Queens,7,13.59
Queens,6,13.59
Manhattan,0,13.59
Queens,1,13.59
Unknown,14,13.59
Bronx,10,13.59
Queens,14,13.59
Manhattan,5,13.59
Manhattan,7,13.59
Queens,22,13.59
Queens,5,13.59
Manhattan,15,13.59
