PU_Borough,PUHour,Trip_distance
Queens,9,20.93
Manhattan,11,20.93
Staten Island,22,20.93
Queens,8,20.93
Manhattan,7,20.93
Queens,14,20.93
Brooklyn,14,20.93
Manhattan,8,20.93
Brooklyn,6,20.93
Manhattan,17,20.93
Queens,15,20.93
Bronx,22,20.93
Unknown,13,20.93
Manhattan,3,20.93
Unknown,19,20.93
Queens,17,20.93
Manhattan,14,20.93
Brooklyn,22,20.93
Manhattan,16,20.93
Unknown,22,20.93
Manhattan,21,20.93
Manhattan,20,20.93
Unknown,12,20.93
Queens,3,20.93
Queens,16,20.93
Queens,12,20.93
Unknown,20,20.93
Queens,22,20.93
Queens,20,20.93
Manhattan,19,20.93
Queens,19,20.93
Manhattan,10,20.93
Manhattan,23,20.93
Manhattan,5,20.93
Manhattan,2,20.93
Manhattan,4,20.93
Queens,1,20.93
Queens,10,20.93
Queens,2,20.93
Manhattan,6,20.93
Manhattan,12,20.93
Unknown,16,20.93
Unknown,10,20.93
Brooklyn,7,20.93
Manhattan,18,20.93
Queens,4,20.93
Manhattan,22,20.93
Manhattan,15,20.93
Queens,6,20.93
Queens,23,20.93
Queens,0,20.93
Unknown,23,20.93
Unknown,9,20.93
Manhattan,1,20.93
Unknown,5,20.93
Queens,18,20.93
Queens,11,20.93
Queens,13,20.93
Queens,7,20.93
Queens,21,20.93
Manhattan,0,20.93
Manhattan,13,20.93
Queens,5,20.93
Manhattan,9,20.93
Queens,8,20.92
Unknown,21,20.92
Manhattan,13,20.92
Queens,19,20.92
Queens,0,20.92
Queens,2,20.92
Manhattan,22,20.92
Manhattan,12,20.92
Queens,16,20.92
Manhattan,18,20.92
Manhattan,16,20.92
Manhattan,7,20.92
Queens,11,20.92
Queens,21,20.92
Queens,7,20.92
Brooklyn,1,20.92
Queens,1,20.92
Manhattan,9,20.92
Queens,20,20.92
Queens,6,20.92
Brooklyn,0,20.92
Queens,15,20.92
Brooklyn,12,20.92
Manhattan,23,20.92
Queens,22,20.92
Manhattan,14,20.92
Manhattan,3,20.92
Manhattan,15,20.92
Manhattan,4,20.92
Queens,9,20.92
Brooklyn,6,20.92
Manhattan,11,20.92
Queens,18,20.92
Queens,13,20.92
Manhattan,10,20.92
Queens,17,20.92
Queens,14,20.92
Queens,5,20.92
Queens,12,20.92
Queens,4,20.92
Manhattan,8,20.92
Manhattan,20,20.92
Manhattan,1,20.92
Unknown,16,20.92
Manhattan,5,20.92
Manhattan,21,20.92
Brooklyn,5,20.92
Queens,3,20.92
Unknown,14,20.92
Queens,23,20.92
Manhattan,0,20.92
Unknown,7,20.92
Queens,10,20.92
Manhattan,17,20.92
Unknown,23,20.92
Manhattan,19,20.92
Unknown,19,20.92
Manhattan,6,20.92
Manhattan,23,20.91
Bronx,22,20.91
Unknown,19,20.91
Manhattan,3,20.91
Brooklyn,12,20.91
Queens,16,20.91
Manhattan,17,20.91
Manhattan,4,20.91
Manhattan,0,20.91
Manhattan,22,20.91
Manhattan,9,20.91
Manhattan,13,20.91
Manhattan,8,20.91
Queens,20,20.91
Manhattan,19,20.91
Manhattan,10,20.91
Brooklyn,21,20.91
Queens,11,20.91
Brooklyn,10,20.91
Queens,2,20.91
Queens,12,20.91
Queens,0,20.91
Queens,18,20.91
Manhattan,15,20.91
Unknown,20,20.91
Manhattan,11,20.91
Manhattan,21,20.91
Queens,15,20.91
Unknown,14,20.91
Queens,7,20.91
Manhattan,1,20.91
Manhattan,5,20.91
Brooklyn,1,20.91
Queens,1,20.91
Queens,3,20.91
Manhattan,12,20.91
Manhattan,6,20.91
Bronx,18,20.91
Queens,6,20.91
Manhattan,14,20.91
Unknown,11,20.91
Unknown,21,20.91
Queens,19,20.91
Unknown,5,20.91
Queens,21,20.91
Queens,9,20.91
Manhattan,2,20.91
Manhattan,16,20.91
Queens,10,20.91
Queens,8,20.91
Queens,13,20.91
Unknown,8,20.91
Queens,14,20.91
Manhattan,20,20.91
Queens,17,20.91
Unknown,15,20.91
Queens,23,20.91
Unknown,23,20.91
Brooklyn,18,20.91
Queens,5,20.91
Manhattan,18,20.91
Queens,22,20.91
Queens,4,20.91
Manhattan,7,20.91
Queens,9,20.9
Manhattan,10,20.9
Staten Island,20,20.9
Queens,19,20.9
Unknown,14,20.9
Brooklyn,19,20.9
Manhattan,2,20.9
Manhattan,20,20.9
Manhattan,12,20.9
Manhattan,22,20.9
Unknown,1,20.9
Unknown,3,20.9
Manhattan,4,20.9
Queens,18,20.9
Unknown,20,20.9
Manhattan,0,20.9
Manhattan,16,20.9
Unknown,6,20.9
Queens,0,20.9
Unknown,18,20.9
Queens,11,20.9
Brooklyn,23,20.9
Queens,2,20.9
Queens,5,20.9
Brooklyn,13,20.9
Manhattan,7,20.9
Bronx,7,20.9
Manhattan,15,20.9
Manhattan,1,20.9
Manhattan,18,20.9
Unknown,22,20.9
Unknown,5,20.9
Brooklyn,2,20.9
Brooklyn,20,20.9
Unknown,7,20.9
Brooklyn,5,20.9
Manhattan,23,20.9
Brooklyn,16,20.9
Brooklyn,7,20.9
Brooklyn,4,20.9
Manhattan,19,20.9
Manhattan,6,20.9
Queens,6,20.9
Brooklyn,3,20.9
Queens,16,20.9
Brooklyn,14,20.9
Queens,23,20.9
Manhattan,14,20.9
Unknown,9,20.9
Queens,21,20.9
Queens,3,20.9
Unknown,15,20.9
Queens,20,20.9
Brooklyn,11,20.9
Queens,4,20.9
Manhattan,3,20.9
Bronx,22,20.9
Unknown,12,20.9
Brooklyn,17,20.9
Manhattan,21,20.9
Manhattan,9,20.9
Queens,12,20.9
Brooklyn,6,20.9
Queens,14,20.9
Unknown,19,20.9
Queens,1,20.9
Bronx,18,20.9
Bronx,15,20.9
Brooklyn,10,20.9
Manhattan,8,20.9
Brooklyn,12,20.9
Queens,22,20.9
Queens,8,20.9
Queens,13,20.9
Queens,17,20.9
Manhattan,11,20.9
Unknown,8,20.9
Unknown,4,20.9
Queens,15,20.9
Brooklyn,0,20.9
Unknown,11,20.9
Queens,7,20.9
Unknown,21,20.9
Brooklyn,1,20.9
Bronx,14,20.9
Manhattan,5,20.9
Manhattan,17,20.9
Unknown,13,20.9
Queens,10,20.9
Unknown,16,20.9
Unknown,17,20.9
Manhattan,13,20.9
Unknown,0,20.9
Brooklyn,9,20.9
EWR,19,20.9
Unknown,23,20.9
Bronx,21,20.9
Unknown,10,20.9
Queens,21,20.89
Manhattan,13,20.89
Manhattan,9,20.89
Queens,8,20.89
Unknown,12,20.89
Unknown,5,20.89
Manhattan,7,20.89
Queens,12,20.89
Manhattan,0,20.89
Queens,20,20.89
Manhattan,6,20.89
Manhattan,15,20.89
Queens,6,20.89
Manhattan,1,20.89
Manhattan,10,20.89
Bronx,5,20.89
Manhattan,8,20.89
Queens,10,20.89
Manhattan,17,20.89
Queens,2,20.89
Unknown,21,20.89
Manhattan,12,20.89
Queens,14,20.89
Queens,18,20.89
Queens,9,20.89
Manhattan,21,20.89
Manhattan,5,20.89
Manhattan,19,20.89
Queens,3,20.89
Queens,16,20.89
Queens,22,20.89
Manhattan,20,20.89
Manhattan,16,20.89
Manhattan,23,20.89
Queens,19,20.89
Queens,17,20.89
Manhattan,4,20.89
Queens,23,20.89
Queens,7,20.89
Manhattan,18,20.89
Queens,11,20.89
Queens,0,20.89
Manhattan,11,20.89
Manhattan,14,20.89
Manhattan,22,20.89
Unknown,20,20.89
Queens,15,20.89
Manhattan,3,20.89
Unknown,23,20.89
Queens,4,20.89
Queens,13,20.89
Queens,1,20.89
Manhattan,2,20.89
Queens,5,20.89
Queens,22,20.88
Manhattan,4,20.88
Unknown,23,20.88
Manhattan,1,20.88
Manhattan,7,20.88
Unknown,17,20.88
Manhattan,9,20.88
Queens,15,20.88
Queens,2,20.88
Brooklyn,2,20.88
Queens,10,20.88
Manhattan,23,20.88
Unknown,16,20.88
Manhattan,0,20.88
Bronx,3,20.88
Manhattan,21,20.88
Queens,17,20.88
Queens,20,20.88
Queens,11,20.88
Queens,16,20.88
Queens,1,20.88
Manhattan,3,20.88
Unknown,9,20.88
Queens,23,20.88
Unknown,12,20.88
Queens,9,20.88
Manhattan,19,20.88
Unknown,20,20.88
Queens,8,20.88
Manhattan,8,20.88
Queens,13,20.88
Manhattan,22,20.88
Queens,3,20.88
Manhattan,13,20.88
Manhattan,2,20.88
Queens,0,20.88
Queens,21,20.88
Brooklyn,3,20.88
Manhattan,20,20.88
Queens,6,20.88
Manhattan,16,20.88
Queens,4,20.88
Manhattan,18,20.88
Queens,19,20.88
Manhattan,12,20.88
Manhattan,11,20.88
Bronx,20,20.88
Manhattan,10,20.88
Queens,5,20.88
Manhattan,14,20.88
Queens,14,20.88
Manhattan,6,20.88
Manhattan,5,20.88
Queens,12,20.88
Manhattan,15,20.88
Queens,18,20.88
Manhattan,17,20.88
Queens,7,20.88
Manhattan,19,20.87
Unknown,14,20.87
Manhattan,0,20.87
Unknown,20,20.87
Brooklyn,3,20.87
Queens,15,20.87
Queens,16,20.87
Manhattan,6,20.87
Manhattan,2,20.87
Manhattan,14,20.87
Bronx,14,20.87
Manhattan,13,20.87
Manhattan,11,20.87
Queens,0,20.87
Queens,1,20.87
Manhattan,21,20.87
Queens,9,20.87
Queens,21,20.87
Manhattan,7,20.87
Manhattan,1,20.87
Unknown,19,20.87
Manhattan,8,20.87
Unknown,11,20.87
Brooklyn,2,20.87
Queens,2,20.87
Brooklyn,23,20.87
Manhattan,18,20.87
Unknown,9,20.87
Queens,7,20.87
Queens,10,20.87
Queens,17,20.87
Queens,12,20.87
Queens,3,20.87
Queens,11,20.87
Queens,14,20.87
Queens,4,20.87
Queens,19,20.87
Queens,13,20.87
Manhattan,9,20.87
Queens,8,20.87
Manhattan,3,20.87
Manhattan,15,20.87
Queens,23,20.87
Manhattan,5,20.87
Manhattan,10,20.87
Manhattan,12,20.87
Unknown,17,20.87
Queens,22,20.87
Manhattan,20,20.87
Queens,6,20.87
Queens,20,20.87
Queens,18,20.87
Manhattan,4,20.87
Manhattan,23,20.87
Manhattan,16,20.87
Queens,5,20.87
Manhattan,17,20.87
Unknown,18,20.87
Brooklyn,16,20.87
Brooklyn,13,20.87
Manhattan,22,20.87
Queens,11,20.86
Manhattan,10,20.86
Queens,20,20.86
Brooklyn,7,20.86
Manhattan,14,20.86
Manhattan,5,20.86
Queens,14,20.86
Queens,8,20.86
Manhattan,1,20.86
Manhattan,17,20.86
Queens,13,20.86
Queens,21,20.86
Queens,7,20.86
Queens,17,20.86
Manhattan,13,20.86
Brooklyn,18,20.86
Manhattan,19,20.86
Manhattan,2,20.86
Queens,18,20.86
Manhattan,21,20.86
Queens,4,20.86
Queens,6,20.86
Queens,23,20.86
Queens,1,20.86
Unknown,18,20.86
Manhattan,9,20.86
Manhattan,7,20.86
Queens,15,20.86
Brooklyn,22,20.86
Queens,2,20.86
Brooklyn,0,20.86
Queens,0,20.86
Manhattan,0,20.86
Manhattan,18,20.86
Manhattan,16,20.86
Unknown,13,20.86
Manhattan,4,20.86
Queens,16,20.86
Manhattan,20,20.86
Manhattan,15,20.86
Queens,12,20.86
Manhattan,12,20.86
Manhattan,11,20.86
Manhattan,23,20.86
