PU_Borough,PUHour,Trip_distance
Manhattan,20,28.52
Manhattan,13,28.52
Queens,13,28.52
Manhattan,16,28.52
Queens,23,28.52
Manhattan,14,28.52
Manhattan,11,28.52
Queens,7,28.52
Queens,14,28.52
Queens,20,28.52
Queens,19,28.52
Queens,16,28.52
Queens,15,28.52
Queens,11,28.52
Manhattan,4,28.52
Queens,8,28.52
Queens,17,28.52
Manhattan,7,28.52
Manhattan,18,28.52
Queens,0,28.52
Queens,12,28.52
Manhattan,3,28.52
Queens,10,28.52
Manhattan,15,28.52
Manhattan,9,28.52
Queens,21,28.52
Manhattan,1,28.52
Queens,9,28.52
Queens,22,28.52
Manhattan,6,28.52
Manhattan,19,28.52
Manhattan,8,28.52
Queens,6,28.52
Queens,5,28.52
Manhattan,21,28.52
Queens,18,28.52
Manhattan,12,28.52
Manhattan,14,28.51
Manhattan,4,28.51
Manhattan,19,28.51
Manhattan,20,28.51
Queens,18,28.51
Queens,20,28.51
Manhattan,15,28.51
Queens,8,28.51
Queens,0,28.51
Queens,10,28.51
Queens,14,28.51
Brooklyn,20,28.51
Manhattan,21,28.51
Unknown,12,28.51
Queens,13,28.51
Queens,11,28.51
Queens,22,28.51
Manhattan,8,28.51
Manhattan,10,28.51
Queens,16,28.51
Queens,5,28.51
Queens,7,28.51
Manhattan,9,28.51
Manhattan,13,28.51
Manhattan,11,28.51
Manhattan,12,28.51
Queens,21,28.51
Queens,17,28.51
Queens,19,28.51
Manhattan,16,28.51
Manhattan,2,28.51
Queens,6,28.51
Queens,23,28.51
Manhattan,17,28.51
Manhattan,18,28.51
Manhattan,0,28.51
Unknown,11,28.51
Manhattan,22,28.51
Queens,15,28.51
Manhattan,7,28.51
Brooklyn,12,28.51
Queens,12,28.51
Unknown,22,28.5
Brooklyn,7,28.5
Brooklyn,18,28.5
Queens,0,28.5
Unknown,19,28.5
Queens,7,28.5
Queens,11,28.5
Unknown,13,28.5
Manhattan,13,28.5
Unknown,17,28.5
Bronx,22,28.5
Queens,3,28.5
Queens,17,28.5
Unknown,21,28.5
Manhattan,3,28.5
Unknown,6,28.5
Manhattan,7,28.5
Manhattan,14,28.5
Unknown,0,28.5
Unknown,8,28.5
Queens,8,28.5
Manhattan,22,28.5
Unknown,9,28.5
Brooklyn,6,28.5
Queens,6,28.5
Manhattan,11,28.5
Queens,21,28.5
Queens,15,28.5
Brooklyn,10,28.5
Manhattan,0,28.5
Queens,9,28.5
Manhattan,18,28.5
Queens,12,28.5
Manhattan,8,28.5
Manhattan,19,28.5
Unknown,15,28.5
Manhattan,5,28.5
Manhattan,20,28.5
Brooklyn,23,28.5
Queens,14,28.5
Queens,18,28.5
Queens,19,28.5
Manhattan,1,28.5
Manhattan,6,28.5
Manhattan,16,28.5
Bronx,4,28.5
Bronx,2,28.5
Queens,23,28.5
Manhattan,9,28.5
Queens,13,28.5
Brooklyn,16,28.5
Manhattan,12,28.5
Unknown,14,28.5
Manhattan,17,28.5
Manhattan,15,28.5
Queens,2,28.5
Manhattan,23,28.5
Unknown,16,28.5
Brooklyn,15,28.5
Unknown,7,28.5
Manhattan,2,28.5
Queens,20,28.5
Unknown,20,28.5
Unknown,11,28.5
Manhattan,21,28.5
Unknown,12,28.5
Queens,10,28.5
Brooklyn,17,28.5
Brooklyn,1,28.5
Queens,16,28.5
Manhattan,10,28.5
Brooklyn,0,28.5
Queens,1,28.5
Brooklyn,19,28.5
Queens,22,28.5
Manhattan,4,28.5
Queens,5,28.5
Bronx,23,28.5
Queens,4,28.5
Queens,12,28.49
Manhattan,18,28.49
Queens,10,28.49
Manhattan,23,28.49
Manhattan,8,28.49
Queens,11,28.49
Manhattan,9,28.49
Manhattan,7,28.49
Queens,9,28.49
Queens,0,28.49
Manhattan,14,28.49
Queens,22,28.49
Queens,6,28.49
Manhattan,22,28.49
Queens,8,28.49
Queens,20,28.49
Manhattan,20,28.49
Manhattan,11,28.49
Manhattan,12,28.49
Queens,13,28.49
Queens,17,28.49
Queens,1,28.49
Queens,7,28.49
Unknown,11,28.49
Manhattan,16,28.49
Manhattan,1,28.49
Manhattan,15,28.49
Queens,16,28.49
Queens,18,28.49
Manhattan,13,28.49
Manhattan,10,28.49
Queens,23,28.49
Queens,5,28.49
Queens,15,28.49
Queens,19,28.49
Queens,14,28.49
Queens,21,28.49
Manhattan,17,28.49
Manhattan,9,28.48
Queens,21,28.48
Queens,18,28.48
Queens,0,28.48
Manhattan,22,28.48
Manhattan,16,28.48
Queens,7,28.48
Manhattan,7,28.48
Queens,17,28.48
Queens,22,28.48
Queens,1,28.48
Queens,13,28.48
Queens,10,28.48
Queens,6,28.48
Manhattan,8,28.48
Manhattan,11,28.48
Manhattan,14,28.48
Manhattan,18,28.48
Manhattan,20,28.48
Manhattan,0,28.48
Queens,15,28.48
Manhattan,17,28.48
Manhattan,3,28.48
Queens,20,28.48
Queens,16,28.48
Manhattan,21,28.48
Manhattan,2,28.48
Queens,11,28.48
Queens,19,28.48
Queens,14,28.48
Manhattan,10,28.48
Manhattan,15,28.48
Manhattan,6,28.48
Queens,5,28.48
Queens,12,28.48
Queens,9,28.48
Manhattan,12,28.48
Queens,8,28.48
Manhattan,19,28.48
Manhattan,13,28.48
Manhattan,11,28.47
Queens,12,28.47
Manhattan,9,28.47
Manhattan,15,28.47
Queens,1,28.47
Manhattan,20,28.47
Bronx,20,28.47
Queens,16,28.47
Manhattan,16,28.47
Manhattan,6,28.47
Queens,22,28.47
Manhattan,12,28.47
Queens,7,28.47
Bronx,21,28.47
Queens,14,28.47
Queens,6,28.47
Manhattan,8,28.47
Queens,20,28.47
Queens,17,28.47
Queens,19,28.47
Queens,0,28.47
Manhattan,17,28.47
Manhattan,19,28.47
Manhattan,0,28.47
Manhattan,4,28.47
Queens,8,28.47
Queens,15,28.47
