PU_Borough,PUHour,Trip_distance
Manhattan,14,5.86
Brooklyn,0,5.86
Bronx,2,5.86
Brooklyn,7,5.86
Unknown,20,5.86
Brooklyn,11,5.86
Queens,7,5.86
Brooklyn,17,5.86
Queens,18,5.86
Manhattan,20,5.86
Brooklyn,16,5.86
Brooklyn,18,5.86
Brooklyn,5,5.86
Manhattan,5,5.86
Manhattan,8,5.86
Queens,21,5.86
Bronx,10,5.86
Queens,14,5.86
Unknown,1,5.86
Queens,23,5.86
Bronx,6,5.86
Unknown,8,5.86
Queens,10,5.86
Manhattan,19,5.86
Queens,11,5.86
Bronx,20,5.86
Queens,1,5.86
Manhattan,3,5.86
Unknown,3,5.86
Manhattan,17,5.86
Unknown,16,5.86
Unknown,9,5.86
Queens,6,5.86
Unknown,11,5.86
Bronx,23,5.86
Brooklyn,10,5.86
Brooklyn,13,5.86
Brooklyn,12,5.86
Queens,16,5.86
Brooklyn,8,5.86
Unknown,12,5.86
Queens,5,5.86
Staten Island,7,5.86
Queens,20,5.86
Unknown,23,5.86
Queens,13,5.86
Queens,0,5.86
Manhattan,4,5.86
Manhattan,7,5.86
Queens,2,5.86
Brooklyn,2,5.86
Brooklyn,19,5.86
Unknown,0,5.86
Manhattan,22,5.86
Unknown,5,5.86
Brooklyn,15,5.86
Unknown,15,5.86
Unknown,4,5.86
Unknown,7,5.86
Unknown,22,5.86
Brooklyn,1,5.86
Manhattan,1,5.86
Manhattan,12,5.86
Brooklyn,21,5.86
Queens,12,5.86
Brooklyn,3,5.86
Queens,17,5.86
Unknown,19,5.86
Manhattan,23,5.86
Manhattan,9,5.86
Queens,9,5.86
Manhattan,16,5.86
Bronx,22,5.86
Manhattan,0,5.86
Bronx,11,5.86
Manhattan,2,5.86
Queens,22,5.86
Bronx,12,5.86
Brooklyn,23,5.86
Bronx,8,5.86
Bronx,4,5.86
Bronx,17,5.86
Unknown,6,5.86
Brooklyn,20,5.86
Unknown,18,5.86
Manhattan,13,5.86
Unknown,17,5.86
Manhattan,6,5.86
Manhattan,10,5.86
Queens,15,5.86
Unknown,14,5.86
Queens,3,5.86
Unknown,10,5.86
Unknown,2,5.86
Manhattan,15,5.86
Brooklyn,22,5.86
Bronx,5,5.86
Manhattan,18,5.86
Brooklyn,4,5.86
Brooklyn,9,5.86
Unknown,13,5.86
Queens,4,5.86
Brooklyn,6,5.86
Queens,8,5.86
Manhattan,11,5.86
Bronx,7,5.86
Unknown,21,5.86
Brooklyn,14,5.86
Bronx,18,5.86
Manhattan,21,5.86
Queens,19,5.86
Brooklyn,2,5.85
Brooklyn,0,5.85
Manhattan,10,5.85
Unknown,18,5.85
Manhattan,22,5.85
Brooklyn,19,5.85
Manhattan,3,5.85
Bronx,6,5.85
Manhattan,0,5.85
Queens,14,5.85
Unknown,23,5.85
Brooklyn,12,5.85
Unknown,1,5.85
Bronx,9,5.85
Unknown,17,5.85
Unknown,16,5.85
Queens,15,5.85
Unknown,15,5.85
Bronx,16,5.85
Queens,19,5.85
Unknown,22,5.85
Brooklyn,1,5.85
Brooklyn,9,5.85
Brooklyn,23,5.85
Brooklyn,5,5.85
Unknown,11,5.85
Unknown,14,5.85
Brooklyn,10,5.85
Queens,16,5.85
Queens,23,5.85
Manhattan,2,5.85
Manhattan,13,5.85
Queens,1,5.85
Queens,18,5.85
Brooklyn,18,5.85
Manhattan,8,5.85
Unknown,20,5.85
Manhattan,7,5.85
Queens,13,5.85
Bronx,19,5.85
Brooklyn,14,5.85
Queens,8,5.85
Brooklyn,17,5.85
Bronx,17,5.85
Manhattan,5,5.85
Bronx,10,5.85
Bronx,7,5.85
Brooklyn,22,5.85
Manhattan,11,5.85
Queens,12,5.85
Bronx,3,5.85
Queens,20,5.85
Unknown,12,5.85
Unknown,10,5.85
Queens,7,5.85
Queens,10,5.85
Manhattan,1,5.85
Unknown,2,5.85
Queens,4,5.85
Queens,2,5.85
Bronx,2,5.85
Bronx,0,5.85
Manhattan,21,5.85
Unknown,21,5.85
Brooklyn,6,5.85
Queens,21,5.85
Unknown,8,5.85
Queens,6,5.85
Brooklyn,3,5.85
Queens,22,5.85
Manhattan,23,5.85
Manhattan,14,5.85
Bronx,11,5.85
Brooklyn,4,5.85
Manhattan,16,5.85
Unknown,4,5.85
Bronx,18,5.85
Brooklyn,13,5.85
Queens,0,5.85
Manhattan,18,5.85
Brooklyn,20,5.85
Manhattan,15,5.85
Manhattan,17,5.85
Queens,3,5.85
Unknown,6,5.85
Queens,5,5.85
Manhattan,20,5.85
Queens,11,5.85
Brooklyn,11,5.85
Brooklyn,21,5.85
Bronx,23,5.85
Unknown,13,5.85
Brooklyn,16,5.85
Manhattan,4,5.85
Bronx,12,5.85
Unknown,0,5.85
Manhattan,19,5.85
Manhattan,6,5.85
Queens,17,5.85
Manhattan,9,5.85
Brooklyn,15,5.85
Brooklyn,8,5.85
Unknown,19,5.85
Queens,9,5.85
Manhattan,12,5.85
Brooklyn,7,5.85
Queens,18,5.84
Unknown,23,5.84
Manhattan,9,5.84
Bronx,10,5.84
Bronx,17,5.84
Unknown,18,5.84
Unknown,12,5.84
Brooklyn,15,5.84
Brooklyn,4,5.84
Unknown,6,5.84
Queens,3,5.84
Brooklyn,23,5.84
Queens,1,5.84
Unknown,0,5.84
Manhattan,1,5.84
Manhattan,10,5.84
Manhattan,7,5.84
Bronx,8,5.84
Bronx,6,5.84
Manhattan,17,5.84
Unknown,22,5.84
Unknown,19,5.84
Queens,15,5.84
Brooklyn,20,5.84
Bronx,9,5.84
Bronx,23,5.84
