PU_Borough,PU_Zone,count(PU_Zone),PULocationID,count(PULocationID),PUWeekday
Queens,Old Astoria,12393,179,12393,Sunday
Queens,Jackson Heights,12270,129,12270,Saturday
Queens,Steinway,11937,223,11937,Sunday
Brooklyn,Williamsburg (South Side),11876,256,11876,Wednesday
Queens,Steinway,11872,223,11872,Saturday
Brooklyn,Fort Greene,11782,97,11782,Monday
Brooklyn,Williamsburg (North Side),11672,255,11672,Tuesday
Brooklyn,Williamsburg (North Side),11513,255,11513,Monday
Queens,Steinway,11306,223,11306,Friday
Queens,Old Astoria,11143,179,11143,Friday
Brooklyn,Carroll Gardens,10805,40,10805,Friday
Brooklyn,Cobble Hill,10790,52,10790,Friday
Manhattan,Battery Park,10668,12,10668,Saturday
Brooklyn,Williamsburg (South Side),10389,256,10389,Tuesday
Brooklyn,Carroll Gardens,10387,40,10387,Saturday
Brooklyn,Cobble Hill,10351,52,10351,Thursday
Brooklyn,Carroll Gardens,9996,40,9996,Thursday
Brooklyn,Williamsburg (South Side),9822,256,9822,Monday
Brooklyn,Cobble Hill,9784,52,9784,Wednesday
Brooklyn,Greenpoint,9723,112,9723,Friday
Brooklyn,Carroll Gardens,9616,40,9616,Wednesday
Brooklyn,Cobble Hill,9521,52,9521,Saturday
Queens,Woodside,9293,260,9293,Friday
Manhattan,Battery Park,9279,12,9279,Sunday
Queens,Old Astoria,9260,179,9260,Thursday
Queens,Queensbridge/Ravenswood,9194,193,9194,Friday
Queens,Steinway,9049,223,9049,Thursday
Unknown,NA,8953,265,8953,Sunday
Queens,Old Astoria,8937,179,8937,Wednesday
Brooklyn,Cobble Hill,8895,52,8895,Tuesday
Queens,Old Astoria,8888,179,8888,Monday
Queens,Woodside,8871,260,8871,Monday
Unknown,NA,8863,265,8863,Friday
Queens,Jackson Heights,8834,129,8834,Friday
Brooklyn,Clinton Hill,8826,49,8826,Saturday
Queens,Queensbridge/Ravenswood,8689,193,8689,Thursday
Brooklyn,Carroll Gardens,8671,40,8671,Sunday
Brooklyn,East Williamsburg,8633,80,8633,Friday
Brooklyn,Cobble Hill,8594,52,8594,Monday
Queens,Jackson Heights,8585,129,8585,Monday
Brooklyn,Bushwick South,8563,37,8563,Sunday
Queens,Woodside,8545,260,8545,Thursday
Brooklyn,Carroll Gardens,8523,40,8523,Tuesday
Brooklyn,Cobble Hill,8439,52,8439,Sunday
Queens,Queensbridge/Ravenswood,8391,193,8391,Wednesday
Queens,Steinway,8383,223,8383,Wednesday
Queens,Queensbridge/Ravenswood,8365,193,8365,Saturday
Queens,Steinway,8357,223,8357,Monday
Unknown,NA,8292,265,8292,Thursday
Brooklyn,Clinton Hill,8229,49,8229,Sunday
Unknown,NA,8145,265,8145,Wednesday
Brooklyn,DUMBO/Vinegar Hill,8123,66,8123,Friday
Unknown,NA,8097,265,8097,Saturday
Queens,Woodside,8089,260,8089,Tuesday
Brooklyn,Carroll Gardens,8087,40,8087,Monday
Queens,Old Astoria,8083,179,8083,Tuesday
Queens,Woodside,8066,260,8066,Wednesday
Brooklyn,Bushwick South,8062,37,8062,Saturday
Queens,Jackson Heights,7968,129,7968,Thursday
Queens,Queensbridge/Ravenswood,7837,193,7837,Monday
Queens,Queensbridge/Ravenswood,7747,193,7747,Tuesday
Brooklyn,DUMBO/Vinegar Hill,7736,66,7736,Thursday
Queens,Steinway,7730,223,7730,Tuesday
Brooklyn,DUMBO/Vinegar Hill,7653,66,7653,Saturday
Brooklyn,Greenpoint,7625,112,7625,Thursday
Brooklyn,DUMBO/Vinegar Hill,7494,66,7494,Sunday
Queens,Jackson Heights,7403,129,7403,Wednesday
Queens,Jackson Heights,7315,129,7315,Tuesday
Unknown,NA,7237,265,7237,Monday
Brooklyn,DUMBO/Vinegar Hill,7233,66,7233,Wednesday
Unknown,NA,7028,265,7028,Tuesday
Manhattan,Battery Park,6985,12,6985,Monday
Manhattan,Battery Park,6969,12,6969,Friday
Queens,Elmhurst,6831,82,6831,Sunday
Brooklyn,Prospect Heights,6829,189,6829,Saturday
Manhattan,Battery Park,6808,12,6808,Thursday
Queens,Queensbridge/Ravenswood,6725,193,6725,Sunday
Brooklyn,Bedford,6702,17,6702,Sunday
Brooklyn,Greenpoint,6673,112,6673,Wednesday
Brooklyn,DUMBO/Vinegar Hill,6672,66,6672,Tuesday
Manhattan,Battery Park,6664,12,6664,Wednesday
Brooklyn,East Williamsburg,6640,80,6640,Thursday
Queens,Elmhurst,6626,82,6626,Saturday
Brooklyn,Clinton Hill,6587,49,6587,Friday
Brooklyn,Prospect Heights,6412,189,6412,Sunday
Manhattan,Battery Park,6345,12,6345,Tuesday
Brooklyn,Bedford,6299,17,6299,Saturday
Brooklyn,DUMBO/Vinegar Hill,6226,66,6226,Monday
Brooklyn,East Williamsburg,6003,80,6003,Wednesday
Brooklyn,Greenpoint,5917,112,5917,Tuesday
Brooklyn,Bushwick North,5708,36,5708,Sunday
Brooklyn,Clinton Hill,5575,49,5575,Thursday
Brooklyn,Crown Heights North,5423,61,5423,Sunday
Brooklyn,East Williamsburg,5371,80,5371,Tuesday
Brooklyn,Greenpoint,5359,112,5359,Monday
Brooklyn,Crown Heights North,5202,61,5202,Saturday
Brooklyn,East Williamsburg,5102,80,5102,Monday
Brooklyn,Clinton Hill,4993,49,4993,Wednesday
Brooklyn,Bushwick North,4851,36,4851,Saturday
Brooklyn,Prospect Heights,4831,189,4831,Friday
Manhattan,Washington Heights North,4618,243,4618,Sunday
Brooklyn,Bedford,4331,17,4331,Friday
Brooklyn,Bushwick South,4325,37,4325,Friday
Brooklyn,Clinton Hill,4322,49,4322,Tuesday
Queens,Elmhurst,4306,82,4306,Monday
Queens,Elmhurst,4283,82,4283,Friday
Brooklyn,Clinton Hill,4255,49,4255,Monday
Brooklyn,Prospect Heights,4247,189,4247,Thursday
Brooklyn,Gowanus,4212,106,4212,Saturday
Manhattan,Washington Heights North,4208,243,4208,Saturday
Brooklyn,Gowanus,4087,106,4087,Sunday
Queens,Baisley Park,4030,10,4030,Monday
Brooklyn,Prospect Heights,3899,189,3899,Wednesday
Queens,Baisley Park,3896,10,3896,Friday
Bronx,Mott Haven/Port Morris,3893,168,3893,Saturday
Queens,Elmhurst,3812,82,3812,Thursday
Brooklyn,Bedford,3748,17,3748,Thursday
Queens,Baisley Park,3716,10,3716,Sunday
Queens,Baisley Park,3684,10,3684,Thursday
Queens,Baisley Park,3657,10,3657,Wednesday
Bronx,Mott Haven/Port Morris,3607,168,3607,Sunday
Queens,Elmhurst,3606,82,3606,Tuesday
Brooklyn,Bedford,3507,17,3507,Wednesday
Brooklyn,Prospect Heights,3496,189,3496,Monday
Queens,Elmhurst,3475,82,3475,Wednesday
Bronx,Mott Haven/Port Morris,3446,168,3446,Friday
Manhattan,Washington Heights North,3426,243,3426,Friday
Bronx,West Concourse,3387,247,3387,Saturday
Brooklyn,Crown Heights North,3382,61,3382,Friday
Bronx,West Concourse,3371,247,3371,Sunday
Queens,Baisley Park,3345,10,3345,Tuesday
Brooklyn,Prospect Heights,3313,189,3313,Tuesday
Brooklyn,Bedford,3288,17,3288,Monday
Brooklyn,Bushwick South,3283,37,3283,Thursday
Brooklyn,Bedford,3154,17,3154,Tuesday
Bronx,West Concourse,3120,247,3120,Friday
Queens,Elmhurst/Maspeth,3073,83,3073,Sunday
Queens,Baisley Park,2980,10,2980,Saturday
Brooklyn,Gowanus,2964,106,2964,Friday
Brooklyn,Stuyvesant Heights,2945,225,2945,Sunday
Bronx,Mott Haven/Port Morris,2903,168,2903,Monday
Brooklyn,Sunset Park West,2831,228,2831,Saturday
Bronx,Mott Haven/Port Morris,2809,168,2809,Wednesday
Manhattan,Washington Heights North,2794,243,2794,Thursday
Bronx,West Concourse,2791,247,2791,Wednesday
Bronx,Mott Haven/Port Morris,2781,168,2781,Thursday
Queens,East Elmhurst,2779,70,2779,Friday
Brooklyn,Gowanus,2762,106,2762,Thursday
Queens,Elmhurst/Maspeth,2762,83,2762,Saturday
Brooklyn,Crown Heights North,2748,61,2748,Thursday
Brooklyn,Bushwick South,2726,37,2726,Wednesday
Brooklyn,Prospect-Lefferts Gardens,2723,188,2723,Sunday
Brooklyn,Stuyvesant Heights,2702,225,2702,Saturday
Queens,East Elmhurst,2683,70,2683,Sunday
Brooklyn,Sunset Park West,2651,228,2651,Sunday
Queens,Forest Hills,2645,95,2645,Friday
Brooklyn,Prospect-Lefferts Gardens,2643,188,2643,Saturday
Bronx,West Concourse,2618,247,2618,Thursday
Bronx,Mott Haven/Port Morris,2604,168,2604,Tuesday
Brooklyn,Bushwick South,2598,37,2598,Monday
Manhattan,Washington Heights North,2574,243,2574,Wednesday
Bronx,West Concourse,2571,247,2571,Tuesday
Brooklyn,Crown Heights North,2560,61,2560,Wednesday
Queens,Forest Hills,2554,95,2554,Saturday
Bronx,West Concourse,2540,247,2540,Monday
Manhattan,Washington Heights North,2529,243,2529,Monday
Brooklyn,Gowanus,2525,106,2525,Wednesday
Manhattan,Washington Heights North,2521,243,2521,Tuesday
Manhattan,Inwood,2513,127,2513,Sunday
Brooklyn,Crown Heights North,2499,61,2499,Monday
Queens,Flushing Meadows-Corona Park,2438,93,2438,Monday
Queens,East Elmhurst,2437,70,2437,Monday
Queens,Forest Hills,2436,95,2436,Sunday
Brooklyn,Crown Heights North,2434,61,2434,Tuesday
Brooklyn,Bushwick South,2417,37,2417,Tuesday
Queens,Flushing Meadows-Corona Park,2366,93,2366,Sunday
Queens,East Elmhurst,2344,70,2344,Thursday
Queens,East Elmhurst,2339,70,2339,Wednesday
Queens,Flushing Meadows-Corona Park,2299,93,2299,Wednesday
Queens,Forest Hills,2297,95,2297,Thursday
Manhattan,Inwood,2288,127,2288,Saturday
Brooklyn,Gowanus,2285,106,2285,Tuesday
Queens,Forest Hills,2228,95,2228,Wednesday
Queens,East Elmhurst,2219,70,2219,Tuesday
Queens,Flushing Meadows-Corona Park,2167,93,2167,Friday
Queens,Flushing Meadows-Corona Park,2165,93,2165,Tuesday
Queens,Flushing Meadows-Corona Park,2163,93,2163,Thursday
Queens,Forest Hills,2154,95,2154,Monday
Queens,Forest Hills,2096,95,2096,Tuesday
Queens,East Elmhurst,2094,70,2094,Saturday
Brooklyn,South Williamsburg,2082,217,2082,Sunday
Brooklyn,Gowanus,2038,106,2038,Monday
Brooklyn,Prospect-Lefferts Gardens,1992,188,1992,Friday
Queens,Flushing Meadows-Corona Park,1977,93,1977,Saturday
Queens,Elmhurst/Maspeth,1903,83,1903,Friday
Queens,Elmhurst/Maspeth,1890,83,1890,Monday
Brooklyn,Bushwick North,1878,36,1878,Friday
Brooklyn,Flatbush/Ditmas Park,1844,89,1844,Sunday
Brooklyn,Stuyvesant Heights,1842,225,1842,Friday
Queens,Elmhurst/Maspeth,1772,83,1772,Thursday
Brooklyn,Red Hook,1761,195,1761,Saturday
Brooklyn,Prospect-Lefferts Gardens,1708,188,1708,Thursday
Brooklyn,Sunset Park West,1707,228,1707,Friday
Brooklyn,Flatbush/Ditmas Park,1698,89,1698,Saturday
Queens,Elmhurst/Maspeth,1669,83,1669,Wednesday
Brooklyn,Prospect-Lefferts Gardens,1656,188,1656,Wednesday
Brooklyn,South Williamsburg,1641,217,1641,Saturday
Manhattan,Inwood,1623,127,1623,Friday
Brooklyn,Prospect-Lefferts Gardens,1565,188,1565,Tuesday
Queens,Elmhurst/Maspeth,1540,83,1540,Tuesday
Queens,Rego Park,1522,196,1522,Saturday
Brooklyn,Prospect-Lefferts Gardens,1519,188,1519,Monday
Brooklyn,South Williamsburg,1479,217,1479,Wednesday
Queens,South Ozone Park,1463,216,1463,Friday
Manhattan,Randalls Island,1447,194,1447,Sunday
EWR,Newark Airport,1444,1,1444,Sunday
Queens,Rego Park,1427,196,1427,Sunday
Queens,Jamaica,1423,130,1423,Friday
Queens,Rego Park,1417,196,1417,Friday
Brooklyn,Sunset Park West,1412,228,1412,Thursday
EWR,Newark Airport,1405,1,1405,Friday
Brooklyn,South Williamsburg,1383,217,1383,Thursday
Brooklyn,Prospect Park,1370,190,1370,Sunday
Brooklyn,Flatbush/Ditmas Park,1357,89,1357,Friday
Queens,Jamaica,1357,130,1357,Saturday
Manhattan,Randalls Island,1353,194,1353,Saturday
Queens,Jamaica,1345,130,1345,Sunday
Brooklyn,Stuyvesant Heights,1342,225,1342,Thursday
Brooklyn,Sunset Park West,1339,228,1339,Wednesday
Queens,Jamaica,1335,130,1335,Monday
Brooklyn,Prospect Park,1324,190,1324,Saturday
Brooklyn,Flatbush/Ditmas Park,1309,89,1309,Wednesday
Queens,South Ozone Park,1304,216,1304,Thursday
Brooklyn,South Williamsburg,1299,217,1299,Tuesday
Brooklyn,Sunset Park West,1298,228,1298,Monday
Brooklyn,South Williamsburg,1289,217,1289,Monday
Brooklyn,Bushwick North,1275,36,1275,Thursday
Brooklyn,South Williamsburg,1268,217,1268,Friday
Queens,Jamaica,1262,130,1262,Thursday
Brooklyn,Stuyvesant Heights,1259,225,1259,Wednesday
Queens,South Jamaica,1256,215,1256,Monday
Brooklyn,Red Hook,1253,195,1253,Sunday
Queens,Saint Michaels Cemetery/Woodside,1250,207,1250,Wednesday
Brooklyn,Sunset Park West,1245,228,1245,Tuesday
Manhattan,Inwood,1239,127,1239,Monday
Manhattan,Inwood,1237,127,1237,Thursday
Brooklyn,Red Hook,1229,195,1229,Friday
EWR,Newark Airport,1212,1,1212,Wednesday
Queens,Jamaica,1211,130,1211,Wednesday
Queens,Briarwood/Jamaica Hills,1209,28,1209,Sunday
Queens,South Ozone Park,1207,216,1207,Monday
Queens,South Jamaica,1206,215,1206,Thursday
EWR,Newark Airport,1204,1,1204,Thursday
Queens,South Jamaica,1198,215,1198,Friday
Queens,Jamaica,1198,130,1198,Tuesday
Brooklyn,Flatbush/Ditmas Park,1195,89,1195,Thursday
Queens,South Ozone Park,1195,216,1195,Sunday
Queens,Rego Park,1192,196,1192,Thursday
Queens,Saint Michaels Cemetery/Woodside,1177,207,1177,Thursday
Manhattan,Inwood,1176,127,1176,Wednesday
Queens,Briarwood/Jamaica Hills,1163,28,1163,Friday
Brooklyn,Flatbush/Ditmas Park,1160,89,1160,Monday
Queens,South Jamaica,1158,215,1158,Wednesday
Queens,Saint Michaels Cemetery/Woodside,1157,207,1157,Friday
Manhattan,Inwood,1152,127,1152,Tuesday
Brooklyn,Stuyvesant Heights,1145,225,1145,Monday
Brooklyn,Flatbush/Ditmas Park,1137,89,1137,Tuesday
Queens,Rego Park,1130,196,1130,Monday
Queens,South Ozone Park,1128,216,1128,Wednesday
Queens,South Jamaica,1127,215,1127,Tuesday
Queens,Rego Park,1119,196,1119,Wednesday
Queens,Saint Michaels Cemetery/Woodside,1110,207,1110,Tuesday
Brooklyn,Bushwick North,1097,36,1097,Wednesday
Queens,South Jamaica,1090,215,1090,Sunday
Brooklyn,Bushwick North,1086,36,1086,Monday
Queens,Briarwood/Jamaica Hills,1084,28,1084,Saturday
Queens,Saint Michaels Cemetery/Woodside,1063,207,1063,Monday
Queens,North Corona,1063,173,1063,Sunday
Bronx,Melrose South,1062,159,1062,Sunday
Bronx,Melrose South,1059,159,1059,Saturday
Brooklyn,Bay Ridge,1058,14,1058,Saturday
Queens,Rego Park,1056,196,1056,Tuesday
Brooklyn,Crown Heights South,1055,62,1055,Sunday
Queens,Ridgewood,1051,198,1051,Sunday
EWR,Newark Airport,1049,1,1049,Monday
Queens,Springfield Gardens South,1049,219,1049,Monday
Brooklyn,Crown Heights South,1046,62,1046,Saturday
Queens,South Jamaica,1045,215,1045,Saturday
Manhattan,Roosevelt Island,1044,202,1044,Saturday
Queens,Maspeth,1044,157,1044,Sunday
Brooklyn,Stuyvesant Heights,1039,225,1039,Tuesday
Manhattan,Randalls Island,1031,194,1031,Friday
Queens,South Ozone Park,1031,216,1031,Tuesday
EWR,Newark Airport,1027,1,1027,Saturday
Queens,Briarwood/Jamaica Hills,1020,28,1020,Monday
EWR,Newark Airport,1012,1,1012,Tuesday
Brooklyn,Red Hook,1006,195,1006,Thursday
Queens,Ridgewood,1000,198,1000,Saturday
Brooklyn,Bay Ridge,995,14,995,Sunday
Manhattan,Randalls Island,993,194,993,Thursday
Queens,Springfield Gardens South,992,219,992,Thursday
Brooklyn,Columbia Street,990,54,990,Friday
Queens,Springfield Gardens South,990,219,990,Sunday
Bronx,Melrose South,983,159,983,Friday
Queens,Springfield Gardens South,979,219,979,Friday
Queens,Kew Gardens,967,134,967,Friday
Queens,South Ozone Park,962,216,962,Saturday
Queens,Briarwood/Jamaica Hills,950,28,950,Wednesday
Queens,Flushing,939,92,939,Saturday
Queens,Briarwood/Jamaica Hills,935,28,935,Tuesday
Queens,Briarwood/Jamaica Hills,931,28,931,Thursday
Brooklyn,Columbia Street,930,54,930,Saturday
Brooklyn,Kensington,927,133,927,Saturday
Queens,Springfield Gardens South,922,219,922,Wednesday
Queens,Flushing,916,92,916,Sunday
Bronx,East Concourse/Concourse Village,915,69,915,Sunday
Manhattan,Roosevelt Island,910,202,910,Sunday
Bronx,East Concourse/Concourse Village,894,69,894,Saturday
Brooklyn,Columbia Street,883,54,883,Thursday
Queens,Kew Gardens,881,134,881,Thursday
Brooklyn,Bushwick North,867,36,867,Tuesday
Queens,Springfield Gardens South,864,219,864,Tuesday
Brooklyn,Columbia Street,852,54,852,Sunday
Brooklyn,Columbia Street,850,54,850,Wednesday
Brooklyn,Kensington,850,133,850,Thursday
Queens,Kew Gardens,848,134,848,Monday
Manhattan,Roosevelt Island,847,202,847,Friday
Queens,Maspeth,843,157,843,Saturday
Queens,Maspeth,841,157,841,Friday
Queens,Kew Gardens,840,134,840,Wednesday
Brooklyn,Kensington,836,133,836,Sunday
Brooklyn,Kensington,822,133,822,Wednesday
Queens,Flushing,810,92,810,Friday
Queens,Kew Gardens,810,134,810,Sunday
Brooklyn,Bay Ridge,799,14,799,Friday
Bronx,East Concourse/Concourse Village,797,69,797,Friday
Queens,Springfield Gardens South,773,219,773,Saturday
Queens,Kew Gardens,773,134,773,Tuesday
Queens,North Corona,770,173,770,Saturday
Bronx,Melrose South,761,159,761,Thursday
Brooklyn,Red Hook,760,195,760,Wednesday
Bronx,Melrose South,752,159,752,Monday
Queens,Corona,752,56,752,Sunday
Queens,Kew Gardens,749,134,749,Saturday
Manhattan,Randalls Island,749,194,749,Wednesday
Bronx,Highbridge,742,119,742,Saturday
Brooklyn,Windsor Terrace,736,257,736,Saturday
Brooklyn,Kensington,730,133,730,Friday
Brooklyn,Prospect Park,729,190,729,Thursday
Queens,Flushing,729,92,729,Wednesday
Brooklyn,Red Hook,724,195,724,Monday
Brooklyn,Columbia Street,722,54,722,Tuesday
Brooklyn,Crown Heights South,717,62,717,Friday
Queens,Flushing,715,92,715,Thursday
Brooklyn,Kensington,707,133,707,Monday
Brooklyn,Brooklyn Navy Yard,690,34,690,Friday
Bronx,Highbridge,688,119,688,Sunday
Manhattan,Randalls Island,687,194,687,Monday
Queens,Flushing,684,92,684,Monday
Manhattan,Randalls Island,680,194,680,Tuesday
Queens,Richmond Hill,679,197,679,Sunday
Brooklyn,Windsor Terrace,671,257,671,Sunday
Brooklyn,Prospect Park,670,190,670,Friday
Bronx,Melrose South,670,159,670,Wednesday
Queens,Corona,667,56,667,Saturday
Queens,Maspeth,664,157,664,Monday
Brooklyn,East New York,653,76,653,Sunday
Brooklyn,Bay Ridge,650,14,650,Wednesday
Bronx,East Concourse/Concourse Village,650,69,650,Monday
Queens,Flushing,649,92,649,Tuesday
Brooklyn,Columbia Street,644,54,644,Monday
Brooklyn,Brooklyn Navy Yard,643,34,643,Thursday
Brooklyn,Bay Ridge,643,14,643,Thursday
Queens,Maspeth,634,157,634,Thursday
Manhattan,Roosevelt Island,629,202,629,Thursday
Manhattan,Roosevelt Island,629,202,629,Tuesday
Bronx,East Concourse/Concourse Village,626,69,626,Thursday
Manhattan,Roosevelt Island,623,202,623,Wednesday
Bronx,Melrose South,621,159,621,Tuesday
Brooklyn,Kensington,619,133,619,Tuesday
Brooklyn,Ocean Hill,609,177,609,Sunday
Brooklyn,Red Hook,609,195,609,Tuesday
Brooklyn,Windsor Terrace,609,257,609,Thursday
Manhattan,Roosevelt Island,608,202,608,Monday
Queens,Richmond Hill,605,197,605,Saturday
Queens,Maspeth,604,157,604,Wednesday
Queens,Richmond Hill,601,197,601,Friday
Brooklyn,Crown Heights South,596,62,596,Thursday
Bronx,East Concourse/Concourse Village,595,69,595,Wednesday
Queens,Corona,594,56,594,Friday
Brooklyn,Windsor Terrace,591,257,591,Friday
Queens,Maspeth,588,157,588,Tuesday
Bronx,East Concourse/Concourse Village,587,69,587,Tuesday
Brooklyn,Crown Heights South,583,62,583,Wednesday
Queens,Corona,579,56,579,Monday
Brooklyn,Bay Ridge,578,14,578,Monday
Bronx,Highbridge,572,119,572,Friday
Brooklyn,Prospect Park,555,190,555,Wednesday
Queens,Richmond Hill,549,197,549,Thursday
Brooklyn,Crown Heights South,545,62,545,Monday
Brooklyn,East New York,539,76,539,Saturday
Brooklyn,Crown Heights South,531,62,531,Tuesday
Queens,Richmond Hill,531,197,531,Monday
Bronx,Highbridge,530,119,530,Tuesday
Queens,Richmond Hill,529,197,529,Wednesday
Brooklyn,Brooklyn Navy Yard,518,34,518,Saturday
Brooklyn,Brooklyn Navy Yard,518,34,518,Wednesday
Bronx,Highbridge,518,119,518,Thursday
Brooklyn,Windsor Terrace,517,257,517,Wednesday
Brooklyn,Prospect Park,513,190,513,Tuesday
Brooklyn,Erasmus,512,85,512,Saturday
Queens,North Corona,510,173,510,Friday
Brooklyn,East New York,505,76,505,Friday
Brooklyn,Bay Ridge,497,14,497,Tuesday
Queens,Corona,493,56,493,Thursday
Queens,North Corona,488,173,488,Monday
Bronx,Morrisania/Melrose,486,167,486,Sunday
Brooklyn,Erasmus,482,85,482,Sunday
Queens,Ridgewood,482,198,482,Friday
Brooklyn,Brooklyn Navy Yard,479,34,479,Tuesday
Brooklyn,Prospect Park,476,190,476,Monday
Queens,North Corona,472,173,472,Tuesday
Bronx,University Heights/Morris Heights,469,235,469,Sunday
Bronx,Highbridge,465,119,465,Wednesday
Bronx,Highbridge,464,119,464,Monday
Queens,Corona,463,56,463,Wednesday
Brooklyn,Windsor Terrace,461,257,461,Tuesday
Bronx,Mount Hope,460,169,460,Sunday
Queens,Corona,459,56,459,Tuesday
Bronx,Spuyten Duyvil/Kingsbridge,458,220,458,Sunday
Queens,Richmond Hill,455,197,455,Tuesday
Brooklyn,Ocean Hill,448,177,448,Saturday
Bronx,Morrisania/Melrose,425,167,425,Saturday
Bronx,Spuyten Duyvil/Kingsbridge,425,220,425,Saturday
Brooklyn,East New York,423,76,423,Wednesday
Brooklyn,East New York,421,76,421,Monday
Brooklyn,Windsor Terrace,419,257,419,Monday
Brooklyn,Borough Park,416,26,416,Sunday
Bronx,Morrisania/Melrose,411,167,411,Friday
Bronx,Mount Hope,410,169,410,Saturday
Brooklyn,East New York,403,76,403,Thursday
Queens,North Corona,402,173,402,Thursday
Brooklyn,Ocean Hill,394,177,394,Friday
Bronx,University Heights/Morris Heights,394,235,394,Saturday
Brooklyn,Borough Park,393,26,393,Saturday
Brooklyn,Borough Park,380,26,380,Wednesday
Brooklyn,Borough Park,378,26,378,Tuesday
Brooklyn,Borough Park,375,26,375,Friday
Queens,Ridgewood,374,198,374,Thursday
Brooklyn,Canarsie,373,39,373,Saturday
Brooklyn,Borough Park,369,26,369,Monday
Bronx,Spuyten Duyvil/Kingsbridge,368,220,368,Friday
Queens,North Corona,362,173,362,Wednesday
Brooklyn,East New York,361,76,361,Tuesday
Queens,Kew Gardens Hills,356,135,356,Sunday
Brooklyn,Borough Park,352,26,352,Thursday
Brooklyn,Brooklyn Navy Yard,347,34,347,Monday
Brooklyn,Erasmus,342,85,342,Friday
Brooklyn,Brooklyn Navy Yard,338,34,338,Sunday
Queens,Middle Village,336,160,336,Sunday
Brooklyn,Cypress Hills,328,63,328,Thursday
Brooklyn,Cypress Hills,319,63,319,Saturday
Queens,Ridgewood,318,198,318,Wednesday
Brooklyn,Ocean Hill,318,177,318,Monday
Bronx,Spuyten Duyvil/Kingsbridge,316,220,316,Wednesday
Queens,Middle Village,315,160,315,Saturday
Bronx,Soundview/Castle Hill,315,213,315,Sunday
Brooklyn,Midwood,314,165,314,Sunday
Brooklyn,Cypress Hills,312,63,312,Sunday
Brooklyn,Cypress Hills,312,63,312,Friday
Bronx,Mount Hope,309,169,309,Friday
Brooklyn,Ocean Hill,308,177,308,Thursday
Brooklyn,Erasmus,307,85,307,Thursday
Queens,Kew Gardens Hills,306,135,306,Monday
Queens,Kew Gardens Hills,304,135,304,Saturday
Brooklyn,Cypress Hills,304,63,304,Monday
Brooklyn,Canarsie,304,39,304,Sunday
Brooklyn,Ocean Parkway South,302,178,302,Friday
Brooklyn,Erasmus,302,85,302,Wednesday
Queens,Middle Village,298,160,298,Friday
Brooklyn,Ocean Hill,297,177,297,Wednesday
Bronx,Spuyten Duyvil/Kingsbridge,297,220,297,Thursday
Bronx,Morrisania/Melrose,297,167,297,Monday
Queens,Ridgewood,296,198,296,Tuesday
Brooklyn,Erasmus,295,85,295,Monday
Bronx,Morrisania/Melrose,295,167,295,Thursday
Queens,Kew Gardens Hills,293,135,293,Wednesday
Brooklyn,Flatlands,291,91,291,Sunday
Brooklyn,Sunset Park East,290,227,290,Saturday
Brooklyn,Homecrest,289,123,289,Wednesday
Bronx,Kingsbridge Heights,289,136,289,Sunday
Brooklyn,Midwood,289,165,289,Wednesday
Queens,Woodhaven,288,258,288,Sunday
Queens,Ridgewood,287,198,287,Monday
Queens,Kew Gardens Hills,286,135,286,Friday
Bronx,Kingsbridge Heights,284,136,284,Saturday
Brooklyn,Ocean Hill,282,177,282,Tuesday
Bronx,University Heights/Morris Heights,281,235,281,Friday
Brooklyn,Brownsville,280,35,280,Sunday
Brooklyn,Flatlands,280,91,280,Saturday
Queens,Kew Gardens Hills,276,135,276,Tuesday
Brooklyn,Erasmus,276,85,276,Tuesday
Brooklyn,Ocean Parkway South,276,178,276,Saturday
Bronx,University Heights/Morris Heights,275,235,275,Thursday
Bronx,Morrisania/Melrose,272,167,272,Tuesday
Bronx,University Heights/Morris Heights,271,235,271,Monday
Bronx,Soundview/Bruckner,270,212,270,Saturday
Brooklyn,Canarsie,267,39,267,Friday
Bronx,Soundview/Bruckner,266,212,266,Sunday
Brooklyn,Sunset Park East,265,227,265,Sunday
Bronx,Claremont/Bathgate,265,47,265,Sunday
Bronx,Van Nest/Morris Park,262,242,262,Saturday
Brooklyn,East Flatbush/Farragut,261,71,261,Sunday
Queens,Kew Gardens Hills,260,135,260,Thursday
Queens,Woodhaven,260,258,260,Saturday
Bronx,University Heights/Morris Heights,259,235,259,Wednesday
Brooklyn,Midwood,251,165,251,Monday
Bronx,Spuyten Duyvil/Kingsbridge,251,220,251,Tuesday
Bronx,Westchester Village/Unionport,250,250,250,Sunday
Bronx,Morrisania/Melrose,250,167,250,Wednesday
Queens,Astoria Park,248,8,248,Saturday
Brooklyn,Flatlands,248,91,248,Friday
Brooklyn,Bensonhurst West,247,22,247,Friday
Brooklyn,Canarsie,246,39,246,Thursday
Bronx,Spuyten Duyvil/Kingsbridge,245,220,245,Monday
Brooklyn,Midwood,245,165,245,Friday
Brooklyn,Flatlands,244,91,244,Thursday
Brooklyn,Cypress Hills,243,63,243,Wednesday
Brooklyn,Flatlands,242,91,242,Monday
Brooklyn,Cypress Hills,242,63,242,Tuesday
Bronx,Bedford Park,242,18,242,Sunday
Brooklyn,Brownsville,240,35,240,Saturday
Brooklyn,Bensonhurst West,238,22,238,Saturday
Brooklyn,East Flatbush/Remsen Village,237,72,237,Sunday
Bronx,Claremont/Bathgate,237,47,237,Saturday
