PU_Borough,PU_Zone,count(PU_Zone),PULocationID,count(PULocationID),PUWeekday
Brooklyn,Canarsie,236,39,236,Wednesday
Brooklyn,Flatlands,235,91,235,Tuesday
Brooklyn,Bensonhurst West,235,22,235,Thursday
Bronx,Parkchester,235,182,235,Saturday
Bronx,East Tremont,234,78,234,Sunday
Brooklyn,Bensonhurst West,233,22,233,Sunday
Brooklyn,Canarsie,232,39,232,Monday
Bronx,Mount Hope,232,169,232,Monday
Bronx,Hunts Point,232,126,232,Saturday
Bronx,Bedford Park,229,18,229,Saturday
Bronx,Hunts Point,228,126,228,Sunday
Bronx,Westchester Village/Unionport,228,250,228,Saturday
Bronx,Van Cortlandt Village,228,241,228,Sunday
Queens,Howard Beach,226,124,226,Thursday
Brooklyn,East Flatbush/Remsen Village,225,72,225,Saturday
Queens,Middle Village,225,160,225,Wednesday
Bronx,East Tremont,225,78,225,Saturday
Queens,Middle Village,224,160,224,Monday
Bronx,Mount Hope,224,169,224,Thursday
Brooklyn,Midwood,223,165,223,Saturday
Bronx,Mount Hope,220,169,220,Tuesday
Brooklyn,Bensonhurst West,220,22,220,Tuesday
Bronx,Soundview/Castle Hill,219,213,219,Saturday
Bronx,University Heights/Morris Heights,219,235,219,Tuesday
Brooklyn,Midwood,219,165,219,Thursday
Bronx,Longwood,219,147,219,Sunday
Brooklyn,Ocean Parkway South,218,178,218,Wednesday
Queens,Middle Village,217,160,217,Thursday
Brooklyn,Homecrest,217,123,217,Tuesday
Brooklyn,Midwood,217,165,217,Tuesday
Bronx,Soundview/Bruckner,217,212,217,Friday
Brooklyn,Bensonhurst West,213,22,213,Wednesday
Bronx,Parkchester,212,182,212,Friday
Brooklyn,Canarsie,212,39,212,Tuesday
Brooklyn,Brownsville,210,35,210,Friday
Bronx,Van Nest/Morris Park,210,242,210,Tuesday
Bronx,Soundview/Castle Hill,210,213,210,Friday
Queens,Howard Beach,209,124,209,Friday
Manhattan,Marble Hill,208,153,208,Saturday
Queens,Astoria Park,208,8,208,Sunday
Bronx,Parkchester,207,182,207,Sunday
Bronx,Van Nest/Morris Park,206,242,206,Friday
Bronx,Mount Hope,205,169,205,Wednesday
Brooklyn,Flatlands,205,91,205,Wednesday
Bronx,Longwood,204,147,204,Saturday
Bronx,Van Nest/Morris Park,204,242,204,Sunday
Brooklyn,East Flatbush/Farragut,204,71,204,Saturday
Brooklyn,Ocean Parkway South,202,178,202,Sunday
Bronx,Van Cortlandt Village,201,241,201,Saturday
Brooklyn,Homecrest,200,123,200,Monday
Queens,Astoria Park,200,8,200,Thursday
Queens,Woodhaven,199,258,199,Thursday
Brooklyn,Sunset Park East,198,227,198,Tuesday
Bronx,Van Nest/Morris Park,196,242,196,Wednesday
Queens,Woodhaven,195,258,195,Friday
Brooklyn,Ocean Parkway South,195,178,195,Monday
Brooklyn,Ocean Parkway South,193,178,193,Tuesday
Manhattan,Marble Hill,193,153,193,Sunday
Brooklyn,Homecrest,192,123,192,Saturday
Bronx,Claremont/Bathgate,191,47,191,Friday
Brooklyn,Sunset Park East,189,227,189,Friday
Bronx,Westchester Village/Unionport,189,250,189,Friday
Brooklyn,Homecrest,189,123,189,Sunday
Bronx,Van Nest/Morris Park,188,242,188,Monday
Bronx,Kingsbridge Heights,188,136,188,Friday
Bronx,Soundview/Castle Hill,187,213,187,Tuesday
Bronx,Hunts Point,186,126,186,Friday
Bronx,West Farms/Bronx River,186,248,186,Sunday
Queens,Woodhaven,186,258,186,Monday
Brooklyn,Ocean Parkway South,185,178,185,Thursday
Brooklyn,Homecrest,184,123,184,Friday
Bronx,Soundview/Castle Hill,184,213,184,Thursday
Bronx,Norwood,184,174,184,Saturday
Bronx,Bedford Park,184,18,184,Friday
Queens,Glendale,182,102,182,Saturday
Bronx,Woodlawn/Wakefield,182,259,182,Sunday
Bronx,Soundview/Bruckner,181,212,181,Wednesday
Bronx,Norwood,181,174,181,Friday
Brooklyn,Dyker Heights,181,67,181,Sunday
Queens,Glendale,179,102,179,Sunday
Queens,Middle Village,179,160,179,Tuesday
Queens,Astoria Park,178,8,178,Friday
Bronx,Kingsbridge Heights,177,136,177,Thursday
Queens,Queensboro Hill,177,192,177,Saturday
Brooklyn,Coney Island,177,55,177,Saturday
Queens,Howard Beach,175,124,175,Tuesday
Bronx,Belmont,175,20,175,Saturday
Queens,Queensboro Hill,173,192,173,Thursday
Queens,Howard Beach,173,124,173,Wednesday
Brooklyn,Brownsville,173,35,173,Wednesday
Brooklyn,East New York/Pennsylvania Avenue,173,77,173,Sunday
Bronx,Bronx Park,171,31,171,Saturday
Bronx,East Tremont,171,78,171,Friday
Bronx,Williamsbridge/Olinville,171,254,171,Saturday
Bronx,Norwood,171,174,171,Sunday
Brooklyn,Bensonhurst West,171,22,171,Monday
Brooklyn,Brownsville,170,35,170,Monday
Manhattan,Marble Hill,168,153,168,Thursday
Brooklyn,East Flatbush/Farragut,167,71,167,Wednesday
Bronx,Hunts Point,167,126,167,Monday
Brooklyn,East Flatbush/Remsen Village,167,72,167,Monday
Bronx,Williamsbridge/Olinville,166,254,166,Sunday
Bronx,Hunts Point,166,126,166,Wednesday
Brooklyn,Dyker Heights,165,67,165,Saturday
Bronx,Crotona Park East,164,60,164,Sunday
Queens,Queensboro Hill,164,192,164,Sunday
Queens,Howard Beach,164,124,164,Sunday
Bronx,Van Nest/Morris Park,163,242,163,Thursday
Brooklyn,East New York/Pennsylvania Avenue,163,77,163,Saturday
Brooklyn,Homecrest,163,123,163,Thursday
Queens,Astoria Park,162,8,162,Wednesday
Bronx,Soundview/Castle Hill,162,213,162,Wednesday
Queens,Queensboro Hill,162,192,162,Friday
Brooklyn,Brownsville,161,35,161,Tuesday
Queens,Queensboro Hill,160,192,160,Wednesday
Brooklyn,East Flatbush/Remsen Village,160,72,160,Friday
Bronx,Parkchester,160,182,160,Monday
Bronx,Bedford Park,160,18,160,Monday
Brooklyn,Sunset Park East,160,227,160,Thursday
Queens,Queensboro Hill,160,192,160,Tuesday
Bronx,Claremont/Bathgate,160,47,160,Wednesday
Queens,Howard Beach,159,124,159,Monday
Queens,Springfield Gardens North,158,218,158,Monday
Brooklyn,East Flatbush/Farragut,158,71,158,Monday
Queens,Springfield Gardens North,157,218,157,Sunday
Bronx,Soundview/Bruckner,157,212,157,Monday
Bronx,Claremont/Bathgate,157,47,157,Monday
Bronx,Fordham South,157,94,157,Saturday
Queens,Springfield Gardens North,157,218,157,Thursday
Queens,Astoria Park,156,8,156,Tuesday
Brooklyn,Sunset Park East,156,227,156,Monday
Queens,Springfield Gardens North,155,218,155,Saturday
Bronx,Westchester Village/Unionport,155,250,155,Tuesday
Bronx,Belmont,155,20,155,Sunday
Queens,College Point,155,53,155,Monday
Bronx,Longwood,155,147,155,Friday
Manhattan,Marble Hill,154,153,154,Friday
Brooklyn,Sunset Park East,154,227,154,Wednesday
Bronx,Westchester Village/Unionport,153,250,153,Thursday
Bronx,Schuylerville/Edgewater Park,153,208,153,Sunday
Queens,Woodhaven,153,258,153,Wednesday
Queens,Queensboro Hill,153,192,153,Monday
Bronx,Schuylerville/Edgewater Park,153,208,153,Saturday
Bronx,West Farms/Bronx River,153,248,153,Saturday
Brooklyn,East Flatbush/Farragut,153,71,153,Friday
Bronx,Soundview/Bruckner,152,212,152,Tuesday
Bronx,Van Cortlandt Village,152,241,152,Wednesday
Queens,Ozone Park,152,180,152,Sunday
Bronx,Westchester Village/Unionport,152,250,152,Monday
Brooklyn,Brighton Beach,152,29,152,Sunday
Queens,Astoria Park,151,8,151,Monday
Brooklyn,Sheepshead Bay,151,210,151,Sunday
Bronx,Crotona Park East,150,60,150,Saturday
Bronx,Woodlawn/Wakefield,150,259,150,Saturday
Bronx,Van Cortlandt Village,148,241,148,Friday
Queens,Springfield Gardens North,147,218,147,Friday
Bronx,Claremont/Bathgate,147,47,147,Thursday
Bronx,Hunts Point,147,126,147,Thursday
Queens,Springfield Gardens North,145,218,145,Wednesday
Brooklyn,East Flatbush/Remsen Village,145,72,145,Wednesday
Bronx,Bedford Park,145,18,145,Thursday
Manhattan,Marble Hill,144,153,144,Tuesday
Bronx,Riverdale/North Riverdale/Fieldston,144,200,144,Sunday
Bronx,Bedford Park,143,18,143,Wednesday
Queens,Queens Village,143,191,143,Monday
Brooklyn,East Flatbush/Farragut,143,71,143,Tuesday
Bronx,Kingsbridge Heights,143,136,143,Tuesday
Queens,Ozone Park,143,180,143,Monday
Queens,Jamaica Estates,143,131,143,Sunday
Bronx,Norwood,143,174,143,Monday
Brooklyn,Brownsville,143,35,143,Thursday
Bronx,Bronx Park,143,31,143,Sunday
Bronx,Fordham South,142,94,142,Sunday
Bronx,Kingsbridge Heights,142,136,142,Wednesday
Bronx,Soundview/Bruckner,142,212,142,Thursday
Queens,Saint Michaels Cemetery/Woodside,142,207,142,Saturday
Manhattan,Marble Hill,142,153,142,Wednesday
Bronx,Parkchester,141,182,141,Thursday
Manhattan,Highbridge Park,140,120,140,Sunday
Bronx,East Tremont,140,78,140,Monday
Queens,Bellerose,140,19,140,Wednesday
Queens,Woodhaven,139,258,139,Tuesday
Brooklyn,East Flatbush/Farragut,139,71,139,Thursday
Bronx,Longwood,139,147,139,Monday
Bronx,East Tremont,139,78,139,Thursday
Queens,Bellerose,139,19,139,Tuesday
Queens,Ozone Park,138,180,138,Thursday
Queens,Queens Village,138,191,138,Sunday
Bronx,Pelham Parkway,137,185,137,Sunday
Bronx,Pelham Parkway,137,185,137,Saturday
Queens,Bellerose,137,19,137,Thursday
Queens,Hillcrest/Pomonok,137,121,137,Saturday
Bronx,Westchester Village/Unionport,136,250,136,Wednesday
Queens,Whitestone,136,252,136,Tuesday
Queens,Ozone Park,135,180,135,Saturday
Bronx,Claremont/Bathgate,135,47,135,Tuesday
Queens,Bellerose,134,19,134,Saturday
Brooklyn,Brighton Beach,134,29,134,Wednesday
Brooklyn,Brighton Beach,134,29,134,Friday
Bronx,Soundview/Castle Hill,134,213,134,Monday
Bronx,Crotona Park East,134,60,134,Monday
Bronx,Crotona Park East,134,60,134,Friday
Queens,Saint Michaels Cemetery/Woodside,134,207,134,Sunday
Bronx,East Tremont,134,78,134,Wednesday
Brooklyn,Brighton Beach,134,29,134,Tuesday
Brooklyn,Coney Island,134,55,134,Sunday
Queens,Hillcrest/Pomonok,133,121,133,Wednesday
Queens,Queens Village,133,191,133,Saturday
Queens,Hillcrest/Pomonok,133,121,133,Friday
Brooklyn,East Flatbush/Remsen Village,132,72,132,Tuesday
Queens,Jamaica Estates,131,131,131,Saturday
Brooklyn,Bath Beach,131,11,131,Friday
Queens,Howard Beach,131,124,131,Saturday
Brooklyn,Coney Island,130,55,130,Friday
Queens,Hillcrest/Pomonok,129,121,129,Sunday
Queens,Murray Hill-Queens,129,171,129,Saturday
Brooklyn,East Flatbush/Remsen Village,129,72,129,Thursday
Bronx,Riverdale/North Riverdale/Fieldston,129,200,129,Friday
Bronx,Van Cortlandt Village,129,241,129,Monday
Queens,Bellerose,128,19,128,Monday
Bronx,West Farms/Bronx River,128,248,128,Thursday
Brooklyn,Dyker Heights,128,67,128,Wednesday
Bronx,Parkchester,127,182,127,Tuesday
Bronx,Co-Op City,127,51,127,Sunday
Brooklyn,Marine Park/Mill Basin,127,155,127,Saturday
Queens,Bellerose,127,19,127,Sunday
Queens,Glendale,127,102,127,Wednesday
Brooklyn,Bensonhurst East,126,21,126,Saturday
Bronx,Riverdale/North Riverdale/Fieldston,126,200,126,Thursday
Brooklyn,Bath Beach,125,11,125,Sunday
Bronx,Riverdale/North Riverdale/Fieldston,125,200,125,Wednesday
Queens,Jamaica Estates,124,131,124,Thursday
Brooklyn,Sheepshead Bay,124,210,124,Saturday
Brooklyn,Gravesend,123,108,123,Sunday
Bronx,Norwood,123,174,123,Wednesday
Manhattan,Inwood Hill Park,123,128,123,Saturday
Queens,Queens Village,123,191,123,Thursday
Queens,College Point,123,53,123,Thursday
Queens,Glendale,122,102,122,Friday
Bronx,Kingsbridge Heights,122,136,122,Monday
Queens,Murray Hill-Queens,122,171,122,Sunday
Brooklyn,Dyker Heights,122,67,122,Friday
Queens,Queens Village,122,191,122,Friday
Queens,Ozone Park,122,180,122,Friday
Bronx,Hunts Point,121,126,121,Tuesday
Queens,Glendale,121,102,121,Thursday
Bronx,West Farms/Bronx River,120,248,120,Friday
Queens,Springfield Gardens North,120,218,120,Tuesday
Bronx,Norwood,119,174,119,Thursday
Brooklyn,Brighton Beach,119,29,119,Monday
Queens,Whitestone,119,252,119,Monday
Queens,Whitestone,118,252,118,Friday
Brooklyn,Bensonhurst East,118,21,118,Friday
Brooklyn,Madison,118,149,118,Thursday
Queens,Ozone Park,118,180,118,Tuesday
Brooklyn,Coney Island,118,55,118,Monday
Bronx,Fordham South,117,94,117,Friday
Queens,Bellerose,117,19,117,Friday
Bronx,Van Cortlandt Village,116,241,116,Thursday
Brooklyn,Coney Island,116,55,116,Wednesday
Queens,Whitestone,115,252,115,Wednesday
Queens,Whitestone,115,252,115,Sunday
Brooklyn,Marine Park/Mill Basin,115,155,115,Sunday
Bronx,Co-Op City,115,51,115,Saturday
Manhattan,Inwood Hill Park,115,128,115,Friday
Queens,College Point,115,53,115,Tuesday
Brooklyn,Brighton Beach,115,29,115,Saturday
Bronx,Riverdale/North Riverdale/Fieldston,114,200,114,Saturday
Bronx,Parkchester,114,182,114,Wednesday
Bronx,Van Cortlandt Village,114,241,114,Tuesday
Brooklyn,Madison,114,149,114,Wednesday
Queens,Murray Hill-Queens,113,171,113,Monday
Bronx,East Tremont,113,78,113,Tuesday
Brooklyn,Bath Beach,113,11,113,Wednesday
Bronx,West Farms/Bronx River,113,248,113,Wednesday
Queens,Fresh Meadows,112,98,112,Sunday
Bronx,Bedford Park,112,18,112,Tuesday
Queens,Hillcrest/Pomonok,112,121,112,Monday
Manhattan,Inwood Hill Park,112,128,112,Wednesday
Brooklyn,Bath Beach,112,11,112,Saturday
Queens,Jamaica Estates,111,131,111,Tuesday
Brooklyn,Brighton Beach,111,29,111,Thursday
Brooklyn,Marine Park/Mill Basin,110,155,110,Friday
Queens,Whitestone,110,252,110,Thursday
Brooklyn,Dyker Heights,109,67,109,Tuesday
Bronx,Riverdale/North Riverdale/Fieldston,109,200,109,Monday
Queens,Glendale,109,102,109,Tuesday
Brooklyn,Bensonhurst East,109,21,109,Wednesday
Manhattan,Highbridge Park,109,120,109,Saturday
Queens,College Point,109,53,109,Sunday
Brooklyn,Dyker Heights,108,67,108,Thursday
Manhattan,Marble Hill,108,153,108,Monday
Manhattan,Inwood Hill Park,108,128,108,Thursday
Bronx,Co-Op City,108,51,108,Friday
Bronx,Schuylerville/Edgewater Park,107,208,107,Thursday
Brooklyn,Sheepshead Bay,107,210,107,Friday
Brooklyn,Bensonhurst East,107,21,107,Sunday
Brooklyn,Gravesend,107,108,107,Wednesday
Queens,Murray Hill-Queens,106,171,106,Wednesday
Queens,Murray Hill-Queens,106,171,106,Friday
Brooklyn,Marine Park/Mill Basin,106,155,106,Wednesday
Bronx,West Farms/Bronx River,106,248,106,Monday
Queens,Rosedale,105,203,105,Wednesday
Bronx,Norwood,105,174,105,Tuesday
Brooklyn,Coney Island,105,55,105,Thursday
Queens,Ozone Park,104,180,104,Wednesday
Brooklyn,East New York/Pennsylvania Avenue,103,77,103,Friday
Bronx,Pelham Parkway,102,185,102,Tuesday
Bronx,Schuylerville/Edgewater Park,102,208,102,Wednesday
Queens,Jamaica Estates,102,131,102,Friday
Queens,College Point,102,53,102,Friday
Brooklyn,Madison,102,149,102,Sunday
Queens,Hillcrest/Pomonok,101,121,101,Thursday
Brooklyn,Dyker Heights,101,67,101,Monday
Manhattan,Highbridge Park,101,120,101,Thursday
Queens,College Point,101,53,101,Wednesday
Brooklyn,Sheepshead Bay,100,210,100,Wednesday
Queens,Jamaica Estates,100,131,100,Monday
Queens,Bayside,100,16,100,Sunday
Bronx,Williamsbridge/Olinville,100,254,100,Friday
Bronx,Belmont,100,20,100,Friday
Queens,Queens Village,99,191,99,Wednesday
Bronx,Longwood,99,147,99,Thursday
Queens,Jamaica Estates,98,131,98,Wednesday
Queens,Saint Albans,98,205,98,Sunday
Queens,Glendale,98,102,98,Monday
Bronx,Pelham Parkway,98,185,98,Friday
Brooklyn,Bath Beach,98,11,98,Thursday
Brooklyn,East New York/Pennsylvania Avenue,98,77,98,Monday
Queens,Bayside,97,16,97,Friday
Brooklyn,Marine Park/Mill Basin,97,155,97,Monday
Brooklyn,Gravesend,96,108,96,Friday
Queens,Corona,96,57,96,Thursday
Queens,Hillcrest/Pomonok,96,121,96,Tuesday
Brooklyn,Bensonhurst East,96,21,96,Thursday
Brooklyn,Sheepshead Bay,95,210,95,Thursday
Bronx,Williamsbridge/Olinville,95,254,95,Wednesday
Brooklyn,Gravesend,94,108,94,Saturday
Bronx,Schuylerville/Edgewater Park,94,208,94,Friday
Queens,Queens Village,94,191,94,Tuesday
Queens,Bayside,93,16,93,Saturday
Brooklyn,Marine Park/Mill Basin,93,155,93,Thursday
Manhattan,Highbridge Park,92,120,92,Friday
Queens,Corona,92,57,92,Sunday
Manhattan,Inwood Hill Park,91,128,91,Sunday
Queens,Saint Albans,91,205,91,Wednesday
Bronx,Crotona Park East,91,60,91,Thursday
Queens,Bayside,91,16,91,Tuesday
Brooklyn,Madison,90,149,90,Monday
Brooklyn,Madison,90,149,90,Friday
Bronx,Fordham South,90,94,90,Tuesday
Staten Island,Arrochar/Fort Wadsworth,89,6,89,Saturday
Queens,Murray Hill-Queens,89,171,89,Thursday
Queens,Rosedale,89,203,89,Tuesday
Bronx,Williamsbridge/Olinville,89,254,89,Tuesday
Queens,Rosedale,88,203,88,Friday
Bronx,Eastchester,88,81,88,Sunday
Bronx,Pelham Parkway,87,185,87,Wednesday
Queens,Saint Albans,87,205,87,Saturday
Brooklyn,Marine Park/Mill Basin,87,155,87,Tuesday
Bronx,Riverdale/North Riverdale/Fieldston,86,200,86,Tuesday
Bronx,Longwood,85,147,85,Tuesday
Bronx,Crotona Park East,85,60,85,Tuesday
Queens,Glen Oaks,84,101,84,Tuesday
Manhattan,Inwood Hill Park,84,128,84,Tuesday
Bronx,Pelham Parkway,84,185,84,Thursday
Queens,Whitestone,84,252,84,Saturday
Queens,Douglaston,84,64,84,Tuesday
Brooklyn,Madison,84,149,84,Tuesday
Bronx,Allerton/Pelham Gardens,83,3,83,Sunday
Bronx,Fordham South,83,94,83,Wednesday
Queens,Bayside,82,16,82,Thursday
Bronx,Belmont,82,20,82,Monday
Bronx,Belmont,82,20,82,Wednesday
Bronx,Pelham Parkway,82,185,82,Monday
Brooklyn,Sheepshead Bay,82,210,82,Tuesday
Bronx,Fordham South,81,94,81,Monday
Brooklyn,East New York/Pennsylvania Avenue,81,77,81,Tuesday
Bronx,Crotona Park East,81,60,81,Wednesday
Queens,Glen Oaks,81,101,81,Monday
Bronx,Belmont,80,20,80,Thursday
Bronx,Williamsbridge/Olinville,80,254,80,Monday
Bronx,Bronxdale,79,32,79,Sunday
Brooklyn,Madison,79,149,79,Saturday
Brooklyn,East New York/Pennsylvania Avenue,79,77,79,Thursday
Brooklyn,Gravesend,78,108,78,Thursday
Bronx,Williamsbridge/Olinville,78,254,78,Thursday
Bronx,Longwood,78,147,78,Wednesday
Queens,Fresh Meadows,78,98,78,Saturday
Bronx,Schuylerville/Edgewater Park,78,208,78,Monday
Manhattan,Highbridge Park,76,120,76,Wednesday
Bronx,Eastchester,76,81,76,Saturday
Queens,Saint Albans,76,205,76,Thursday
Queens,College Point,76,53,76,Saturday
Staten Island,Arrochar/Fort Wadsworth,76,6,76,Tuesday
Manhattan,Inwood Hill Park,76,128,76,Monday
Queens,Bayside,75,16,75,Wednesday
Brooklyn,Gravesend,75,108,75,Monday
Brooklyn,Coney Island,75,55,75,Tuesday
Manhattan,Highbridge Park,75,120,75,Monday
Brooklyn,Sheepshead Bay,75,210,75,Monday
Queens,Rosedale,75,203,75,Monday
Queens,Murray Hill-Queens,75,171,75,Tuesday
Queens,Fresh Meadows,75,98,75,Thursday
Brooklyn,Bath Beach,74,11,74,Monday
Queens,Rosedale,74,203,74,Sunday
Bronx,Van Cortlandt Park,74,240,74,Saturday
Bronx,Belmont,73,20,73,Tuesday
Staten Island,Stapleton,73,221,73,Saturday
Bronx,Bronxdale,73,32,73,Saturday
Bronx,Schuylerville/Edgewater Park,73,208,73,Tuesday
Brooklyn,Bensonhurst East,73,21,73,Monday
Queens,Forest Park/Highland Park,72,96,72,Wednesday
Bronx,Co-Op City,72,51,72,Tuesday
Queens,Auburndale,72,9,72,Friday
Brooklyn,Bath Beach,72,11,72,Tuesday
Manhattan,Highbridge Park,71,120,71,Tuesday
Bronx,Woodlawn/Wakefield,71,259,71,Friday
Queens,Rosedale,71,203,71,Thursday
Queens,Rosedale,71,203,71,Saturday
Bronx,Fordham South,71,94,71,Thursday
Queens,Fresh Meadows,70,98,70,Tuesday
Queens,Bayside,70,16,70,Monday
Brooklyn,East New York/Pennsylvania Avenue,70,77,70,Wednesday
Staten Island,Arrochar/Fort Wadsworth,70,6,70,Friday
Brooklyn,Bensonhurst East,69,21,69,Tuesday
Bronx,Co-Op City,69,51,69,Monday
Bronx,Bronxdale,69,32,69,Friday
Brooklyn,Manhattan Beach,69,150,69,Sunday
Queens,Corona,69,57,69,Saturday
Queens,Saint Albans,69,205,69,Tuesday
Queens,Fresh Meadows,69,98,69,Wednesday
Brooklyn,Gravesend,67,108,67,Tuesday
Queens,Fresh Meadows,67,98,67,Monday
Bronx,Co-Op City,67,51,67,Wednesday
Bronx,Bronx Park,67,31,67,Friday
Queens,Glen Oaks,67,101,67,Sunday
Queens,Glen Oaks,66,101,66,Thursday
Staten Island,Mariners Harbor,66,156,66,Wednesday
Staten Island,Grymes Hill/Clifton,66,115,66,Tuesday
Queens,Saint Albans,65,205,65,Friday
Brooklyn,Marine Park/Floyd Bennett Field,65,154,65,Monday
Brooklyn,Starrett City,65,222,65,Sunday
Staten Island,Arrochar/Fort Wadsworth,65,6,65,Wednesday
Queens,Cambria Heights,64,38,64,Wednesday
Queens,Oakland Gardens,64,175,64,Tuesday
Queens,Corona,64,57,64,Friday
Staten Island,Arrochar/Fort Wadsworth,62,6,62,Thursday
Bronx,West Farms/Bronx River,62,248,62,Tuesday
Queens,Saint Albans,62,205,62,Monday
Brooklyn,Manhattan Beach,62,150,62,Wednesday
Queens,Cambria Heights,61,38,61,Sunday
Queens,East Flushing,61,73,61,Saturday
Queens,Oakland Gardens,61,175,61,Saturday
Bronx,Co-Op City,61,51,61,Thursday
Bronx,Eastchester,61,81,61,Wednesday
Queens,Laurelton,61,139,61,Monday
Brooklyn,Green-Wood Cemetery,61,111,61,Saturday
Queens,Oakland Gardens,60,175,60,Friday
Queens,Forest Park/Highland Park,60,96,60,Monday
Staten Island,Mariners Harbor,60,156,60,Thursday
Brooklyn,Manhattan Beach,60,150,60,Friday
Queens,Auburndale,60,9,60,Monday
Staten Island,Arrochar/Fort Wadsworth,59,6,59,Sunday
Bronx,Bronxdale,59,32,59,Monday
Bronx,Bronx Park,58,31,58,Thursday
Bronx,Van Cortlandt Park,58,240,58,Sunday
Staten Island,Stapleton,58,221,58,Monday
Bronx,Bronxdale,58,32,58,Tuesday
Staten Island,Stapleton,58,221,58,Wednesday
Queens,Corona,57,57,57,Wednesday
Queens,Auburndale,57,9,57,Thursday
Queens,Auburndale,57,9,57,Sunday
Bronx,Woodlawn/Wakefield,57,259,57,Wednesday
Queens,Douglaston,57,64,57,Thursday
Queens,Glen Oaks,57,101,57,Wednesday
Brooklyn,Manhattan Beach,57,150,57,Thursday
Queens,Oakland Gardens,57,175,57,Thursday
Queens,Willets Point,56,253,56,Wednesday
Queens,Cambria Heights,56,38,56,Tuesday
Queens,Bay Terrace/Fort Totten,55,15,55,Wednesday
Staten Island,Mariners Harbor,55,156,55,Sunday
Brooklyn,Starrett City,55,222,55,Friday
Queens,East Flushing,55,73,55,Friday
Queens,Oakland Gardens,54,175,54,Monday
Bronx,Woodlawn/Wakefield,54,259,54,Tuesday
Brooklyn,Manhattan Beach,54,150,54,Saturday
Bronx,Bronxdale,54,32,54,Thursday
Bronx,Eastchester,53,81,53,Friday
Queens,Corona,53,57,53,Monday
Brooklyn,Manhattan Beach,53,150,53,Tuesday
Staten Island,Stapleton,53,221,53,Thursday
Queens,Cambria Heights,53,38,53,Thursday
Queens,Cambria Heights,53,38,53,Monday
Bronx,Allerton/Pelham Gardens,53,3,53,Friday
Brooklyn,Manhattan Beach,53,150,53,Monday
Queens,Auburndale,52,9,52,Tuesday
Bronx,Allerton/Pelham Gardens,52,3,52,Saturday
Queens,Glen Oaks,52,101,52,Friday
Queens,Douglaston,52,64,52,Sunday
Staten Island,Westerleigh,52,251,52,Thursday
Staten Island,Westerleigh,52,251,52,Monday
Staten Island,Mariners Harbor,52,156,52,Friday
Queens,Oakland Gardens,51,175,51,Wednesday
Bronx,Woodlawn/Wakefield,51,259,51,Monday
Queens,Corona,51,57,51,Tuesday
Bronx,Bronx Park,51,31,51,Monday
Bronx,Eastchester,51,81,51,Thursday
Brooklyn,Marine Park/Floyd Bennett Field,51,154,51,Wednesday
Queens,Cambria Heights,50,38,50,Friday
Bronx,Van Cortlandt Park,50,240,50,Friday
Brooklyn,Starrett City,50,222,50,Wednesday
Bronx,Woodlawn/Wakefield,50,259,50,Thursday
Queens,Laurelton,49,139,49,Tuesday
Queens,Glen Oaks,49,101,49,Saturday
Staten Island,Arrochar/Fort Wadsworth,49,6,49,Monday
Queens,Douglaston,49,64,49,Friday
Queens,Auburndale,49,9,49,Wednesday
Brooklyn,Green-Wood Cemetery,49,111,49,Sunday
Queens,Willets Point,48,253,48,Saturday
Queens,Hammels/Arverne,48,117,48,Sunday
Queens,Douglaston,48,64,48,Saturday
Bronx,Bronx Park,48,31,48,Wednesday
Queens,Douglaston,48,64,48,Wednesday
Bronx,Bronxdale,47,32,47,Wednesday
Bronx,Van Cortlandt Park,46,240,46,Wednesday
Staten Island,Westerleigh,46,251,46,Saturday
Queens,Hammels/Arverne,46,117,46,Saturday
Staten Island,Grymes Hill/Clifton,46,115,46,Saturday
Brooklyn,Starrett City,46,222,46,Thursday
Bronx,Pelham Bay,46,183,46,Saturday
Staten Island,Mariners Harbor,46,156,46,Monday
Queens,Bay Terrace/Fort Totten,45,15,45,Sunday
Queens,Forest Park/Highland Park,45,96,45,Sunday
Brooklyn,Starrett City,44,222,44,Saturday
Staten Island,Heartland Village/Todt Hill,43,118,43,Saturday
Bronx,Eastchester,43,81,43,Monday
Staten Island,Grymes Hill/Clifton,43,115,43,Thursday
Bronx,Bronx Park,43,31,43,Tuesday
Staten Island,Grymes Hill/Clifton,43,115,43,Monday
Queens,Douglaston,43,64,43,Monday
Queens,Bay Terrace/Fort Totten,42,15,42,Thursday
Queens,Fresh Meadows,42,98,42,Friday
Queens,Bay Terrace/Fort Totten,42,15,42,Friday
Queens,Laurelton,41,139,41,Sunday
Queens,Forest Park/Highland Park,41,96,41,Saturday
Staten Island,Mariners Harbor,41,156,41,Tuesday
Queens,Laurelton,41,139,41,Friday
Bronx,Eastchester,41,81,41,Tuesday
Queens,Hammels/Arverne,41,117,41,Friday
Brooklyn,Marine Park/Floyd Bennett Field,41,154,41,Saturday
Queens,East Flushing,41,73,41,Sunday
Bronx,Pelham Bay,41,183,41,Sunday
Bronx,Allerton/Pelham Gardens,41,3,41,Tuesday
Brooklyn,Marine Park/Floyd Bennett Field,40,154,40,Thursday
Queens,Willets Point,40,253,40,Tuesday
Queens,Willets Point,40,253,40,Thursday
Bronx,Allerton/Pelham Gardens,39,3,39,Wednesday
Bronx,Van Cortlandt Park,39,240,39,Thursday
Queens,Auburndale,38,9,38,Saturday
