DO_Borough,DO_Zone,count(DO_Zone),DOLocationID,count(DOLocationID),payment_type
Staten Island,Bloomfield/Emerson Hill,17,23,17,4
Staten Island,Arden Heights,17,5,17,3
Brooklyn,Green-Wood Cemetery,16,111,16,3
Queens,Auburndale,16,9,16,4
