DO_Borough,DO_Zone,count(DO_Zone),DOLocationID,count(DOLocationID),payment_type
Unknown,NV,564649,264,564649,2
Manhattan,Central Park,530774,43,530774,2
Manhattan,TriBeCa/Civic Center,502671,231,502671,2
Manhattan,East Harlem South,490273,75,490273,2
Manhattan,UN/Turtle Bay South,490008,233,490008,2
