DO_Borough,DO_Zone,count(DO_Zone),DOLocationID,count(DOLocationID),DOWeekday
Staten Island,Rossville/Woodrow,108,204,108,Friday
Bronx,Crotona Park,106,59,106,Friday
Staten Island,Port Richmond,106,187,106,Friday
Staten Island,Arden Heights,105,5,105,Thursday
Bronx,Pelham Bay Park,105,184,105,Thursday
Queens,Willets Point,104,253,104,Tuesday
Staten Island,Arden Heights,103,5,103,Friday
Queens,Willets Point,101,253,101,Friday
Queens,Willets Point,100,253,100,Thursday
Queens,Breezy Point/Fort Tilden/Riis Beach,100,27,100,Tuesday
Staten Island,Oakwood,99,176,99,Thursday
Queens,Breezy Point/Fort Tilden/Riis Beach,98,27,98,Wednesday
Staten Island,Port Richmond,97,187,97,Thursday
Staten Island,Rossville/Woodrow,96,204,96,Thursday
Queens,Broad Channel,96,30,96,Sunday
Staten Island,Arden Heights,95,5,95,Wednesday
Staten Island,Oakwood,94,176,94,Monday
Staten Island,Eltingville/Annadale/Prince's Bay,92,84,92,Wednesday
Staten Island,Rossville/Woodrow,91,204,91,Saturday
Bronx,Pelham Bay Park,91,184,91,Monday
Staten Island,Oakwood,91,176,91,Friday
Staten Island,Port Richmond,90,187,90,Sunday
Staten Island,Arden Heights,89,5,89,Saturday
Bronx,Pelham Bay Park,88,184,88,Wednesday
Staten Island,Rossville/Woodrow,86,204,86,Tuesday
Staten Island,Great Kills,86,109,86,Monday
Staten Island,Arden Heights,84,5,84,Sunday
Staten Island,Rossville/Woodrow,83,204,83,Monday
Staten Island,Rossville/Woodrow,79,204,79,Sunday
Staten Island,Eltingville/Annadale/Prince's Bay,77,84,77,Tuesday
Bronx,Pelham Bay Park,76,184,76,Tuesday
Staten Island,Charleston/Tottenville,74,44,74,Friday
Bronx,Crotona Park,73,59,73,Tuesday
Bronx,Crotona Park,73,59,73,Wednesday
Staten Island,Arden Heights,69,5,69,Monday
Staten Island,Arden Heights,66,5,66,Tuesday
Bronx,Crotona Park,66,59,66,Thursday
Bronx,Crotona Park,65,59,65,Monday
Staten Island,Port Richmond,65,187,65,Wednesday
Staten Island,Charleston/Tottenville,64,44,64,Saturday
Staten Island,Charleston/Tottenville,63,44,63,Thursday
Staten Island,Charleston/Tottenville,62,44,62,Sunday
Queens,Broad Channel,62,30,62,Saturday
Staten Island,Port Richmond,61,187,61,Monday
Staten Island,Charleston/Tottenville,56,44,56,Wednesday
Staten Island,Charleston/Tottenville,55,44,55,Tuesday
Staten Island,Port Richmond,55,187,55,Tuesday
Staten Island,Eltingville/Annadale/Prince's Bay,55,84,55,Monday
Queens,Broad Channel,54,30,54,Friday
Queens,Broad Channel,51,30,51,Monday
Queens,Broad Channel,49,30,49,Wednesday
Queens,Broad Channel,45,30,45,Tuesday
Queens,Broad Channel,42,30,42,Thursday
Staten Island,Charleston/Tottenville,40,44,40,Monday
Manhattan,Governor's Island/Ellis Island/Liberty Island,22,105,22,Wednesday
Manhattan,Governor's Island/Ellis Island/Liberty Island,20,105,20,Thursday
Manhattan,Governor's Island/Ellis Island/Liberty Island,19,105,19,Monday
Bronx,Rikers Island,16,199,16,Wednesday
Staten Island,Freshkills Park,14,99,14,Friday
Manhattan,Governor's Island/Ellis Island/Liberty Island,12,105,12,Tuesday
Manhattan,Governor's Island/Ellis Island/Liberty Island,12,105,12,Friday
Queens,Jamaica Bay,11,2,11,Thursday
Staten Island,Freshkills Park,11,99,11,Saturday
Staten Island,Freshkills Park,11,99,11,Thursday
Queens,Jamaica Bay,10,2,10,Friday
Manhattan,Governor's Island/Ellis Island/Liberty Island,10,105,10,Sunday
Queens,Jamaica Bay,10,2,10,Sunday
Manhattan,Governor's Island/Ellis Island/Liberty Island,10,105,10,Saturday
Queens,Jamaica Bay,9,2,9,Tuesday
Staten Island,Freshkills Park,9,99,9,Wednesday
Queens,Jamaica Bay,9,2,9,Wednesday
Queens,Jamaica Bay,8,2,8,Saturday
Queens,Jamaica Bay,8,2,8,Monday
Staten Island,Freshkills Park,6,99,6,Tuesday
Staten Island,Freshkills Park,6,99,6,Monday
Staten Island,Freshkills Park,4,99,4,Sunday
Bronx,Rikers Island,4,199,4,Thursday
Bronx,Rikers Island,3,199,3,Sunday
Bronx,Rikers Island,2,199,2,Saturday
Staten Island,Great Kills Park,1,110,1,Thursday
Bronx,Rikers Island,1,199,1,Tuesday
Staten Island,Great Kills Park,1,110,1,Friday
Bronx,Rikers Island,1,199,1,Friday
Manhattan,Governor's Island/Ellis Island/Liberty Island,1,104,1,Friday
